BRC code|species|fam|famA|OrdA|NS|CS|RS|Chg|Hght|Len|P1|P2|LF1|LF2|W|Clone1|Clone2|E1|E2|C|NBI|NEur|SBI|SEur|Origin|GB|IR|CI|Tjan|Tjul|Prec|Co|Br Habitats|L|F|R|N|S|Source for max height|Comment on life form|Comment on clonality|Comment on N and S limits in Europe
0920   171|artemisia_campestris|Aste|Aste|Aste|N|EN|r|-0.42|60.0||p||Ch||sw|Rhiz1||7|4|c|0.0|60-65|0.0|<45||9.0|0.0|0.0|3.3|16.1|620.0||3, 8|8.0|3.0|6.0|5.0|0.0|CTW (1962)|Has creeping woody underground stem;  above-ground overwintering shoots much shorter than flowering stem||
0920  2264|artemisia_norvegica|Aste|Aste|Aste|N|VU|r||8.0||p||hc||h|0||1|3||0.0|>65|1.0|55-60||3.0|0.0|0.0|0.9|10.9|1982.0||15|9.0|4.0|4.0|1.0|0.0|Stace (1991)|||
0920   175|artemisia_vulgaris|Aste|Aste|Aste|AR|||-0.2|150.0||p||hc||h|0||7|4|||||||2109.0|489.0|12.0|3.7|14.9|984.0||3, 17|7.0|4.0|8.0|7.0|0.0|Stace (1991) - biggest ones in Cambridge to 2.0 m (MOH, personal observation)|||
0920   177|arum_italicum|Arac|Arac|Alis|N||s|2.09|60.0||p||Gn||h|Rhiz1||9|1||1.0|50-55|0.0|<45||39.0|0.0|8.0|5.5|16.2|962.0||1, 3|4.0|5.0|6.0|6.0|0.0|Aeschimann & Burdet (1994) - height in CTW wrong; it is a bigger plant than A. maculatum, to 60 cm high (Prime 1960)|||
0920   176|arum_maculatum|Arac|Arac|Alis|N||n|-0.28|50.0||p||Gn||h|Rhiz1||7|3||0.0|55-60|0.0|<45||1604.0|650.0|11.0|3.9|15.3|931.0||1|4.0|5.0|7.0|7.0|0.0|CTW (1962) = Aeschimann & Burdet (1994)|||
0920   179|asparagus_officinalis|Lili|Aspa|Aspa|N||n|1.78|150.0||p||Gn||h|0||7|1|||||||17.0|7.0|7.0|5.4|15.9|953.0||3, 18, 19|7.0|5.0|6.0|5.0|2.0|Sell & Murrell (1996)|||Native range doubtful
0920   179.1|asparagus_officinalis_subsp.officinalis|Lili|Aspa|Aspa|AR||||150.0||p||Gn||h|0||7|4|||||||587.0|7.0|4.0|3.8|16.2|713.0||3|7.0|5.0|6.0|5.0|2.0|Sell & Murrell (1996)|||
0920   179.2|asparagus_officinalis_subsp.prostratus|Lili|Aspa|Aspa|N|VU|r||30.0||p||Gn||h|0||7|1||0.0|50-55|0.0|<45||17.0|7.0|7.0|5.9|15.9|950.0||18, 19|8.0|4.0|6.0|3.0|3.0|Sell & Murrell (1996)|||
0920  5472|asperula_cynanchica|Rubi|Rubi|Gent|N||n|-0.47|50.0||p||hc||h|Rhiz2||7|3||1.0|50-55|0.0|<45||329.0|47.0|3.0|4.0|15.9|842.0||7|7.0|3.0|8.0|2.0|0.0|Stace (1997)|||
0910   185.1|asplenium_adiantum_nigrum|Aspl|Aspl|Poly|N||n||45.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||2146.0|708.0|14.0|3.7|14.6|1110.0||3, 16|6.0|4.0|5.0|5.0|0.0|Hutchinson & Thomas (1996)|||
0910   185|asplenium_adiantum_nigrum_sens.lat.|Aspl|Aspl|Poly|N||n|0.35|45.0||p||hc||h|0||8|3|||||||2146.0|708.0|14.0|3.7|14.6|1110.0||3, 16|6.0|4.0|5.0|5.0|0.0|Hutchinson & Thomas (1996)|||
0910   189|asplenium_marinum|Aspl|Aspl|Poly|N||n|0.02|35.0||p||hc||h|0||8|2||0.0|60-65|0.0|<45||530.0|172.0|12.0|4.4|14.0|1261.0|Co|18|9.0|6.0|5.0|5.0|3.0|average of H&T (1996), Page (1997)|||
0910   191|asplenium_obovatum|Aspl|Aspl|Poly|N||s|-0.18|30.0||p||hc||h|0||9|1||1.0|55-60|0.0|<45||135.0|19.0|11.0|5.3|15.4|1197.0||16|5.0|5.0|4.0|3.0|0.0|Hutchinson & Thomas (1996)|||
0910   185.2|asplenium_onopteris|Aspl|Aspl|Poly|N||o||45.0||p||hc||h|0||9|1||1.0|50-55|0.0|<45||0.0|34.0|0.0|4.6|14.5|1200.0||1, 3, 16|5.0|5.0|7.0|3.0|0.0|Same as A. a-n (Page, 1997)|||
0910   192|asplenium_ruta_muraria|Aspl|Aspl|Poly|N||n|0.15|12.0||p||hc||h|0||7|6||0.0|>65|0.0|<45||2184.0|898.0|11.0|3.7|14.7|1074.0||3, 16, 17|7.0|3.0|7.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0910   193|asplenium_septentrionale|Aspl|Aspl|Poly|N||s|-0.08|15.0||p||hc||h|0||7|3||0.0|>65|0.0|<45||55.0|2.0|0.0|2.5|13.2|1825.0||16|8.0|3.0|2.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0910   194|asplenium_trichomanes|Aspl|Aspl|Poly|N||n|0.07|35.0||p||hc||h|0||8|6||0.0|>65|0.0|<45||2294.0|911.0|12.0|3.6|14.5|1121.0||3, 16, 17|5.0|3.0|8.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0910   195|asplenium_trichomanes_ramosum|Aspl|Aspl|Poly|N||n|-0.21|20.0||p||hc||h|0||4|6||0.0|>65|0.0|<45||435.0|43.0|0.0|2.0|12.8|1701.0||15, 16|4.0|5.0|8.0|3.0|0.0|Hutchinson & Thomas (1996)|||
0920   201|aster_(alien_n_american_taxa)|Aste|Aste|Aste|AN||||150.0||p||hc||h|Rhiz1|||||||||Am|1211.0|53.0|5.0|3.7|15.3|934.0||3, 17, 21|7.0|5.0|7.0|6.0|1.0|typical high value|||
0920   197|symphyotrichum_lanceolatus|Aste|Aste|Aste|AN||||120.0||p||hc||h|Rhiz1|||||||||Am6|211.0|5.0|0.0|3.9|15.8|844.0||3, 17|7.0|5.0|7.0|6.0|1.0|Stace (1997) |||
0920   203|aster_lanceolatus_x_novi_belgii_(a._x_salignus)|Aste|Aste|Aste|AN||||150.0||p||hc||h|Rhiz1|||||||||Gard|373.0|9.0|0.0|3.8|15.6|890.0||3, 17|7.0|5.0|7.0|6.0|1.0|Stace (1997) - as A. novi-belgii|||
0920  1166|aster_linosyris|Aste|Aste|Aste|N||r|-0.1|50.0||p||hc||h|0||7|3|c|0.0|55-60|0.0|<45||9.0|0.0|0.0|4.9|15.8|1006.0|Co|18|8.0|3.0|8.0|1.0|0.0|Stace (1997) |||
0920   200|aster_novae_angliae|Aste|Aste|Aste|AN||||200.0||p||hc||h|Rhiz1|||||||||Am6|83.0|0.0|1.0|3.9|16.1|806.0||3|7.0|5.0|7.0|6.0|0.0|Stace (1991)|||
0920  4494|aster_novi_belgii|Aste|Aste|Aste|AN||||150.0||p||hc||h|Rhiz1|||||||||Am6|557.0|12.0|3.0|3.7|15.2|936.0||3, 17|7.0|6.0|7.0|6.0|1.0|Stace (1997) |||
0920   204|aster_tripolium|Aste|Aste|Aste|N||n|-0.44|100.0||p||hc||h|0||7|5||0.0|>65|0.0|<45||703.0|267.0|3.0|4.3|14.8|1109.0|Co|21|9.0|8.0|7.0|6.0|5.0|Stace (1997) |CTW say that short-lived||
0920   206|astragalus_alpinus|Faba|Faba|Faba|N|VU|r||30.0||p||hc||h|0||1|6||0.0|>65|0.0|<45||4.0|0.0|0.0|-0.9|11.0|1275.0||7, 15|9.0|4.0|6.0|2.0|0.0|Stace (1991) - similar to A. danicus|||
0920   207|astragalus_danicus|Faba|Faba|Faba|N||n|-0.88|30.0||p||hc||h|0||7|6|c|0.0|>65|0.0|<45||242.0|3.0|0.0|3.3|14.8|745.0||7|8.0|3.0|8.0|2.0|0.0|Stace (1991)|||
0920   208|astragalus_glycyphyllos|Faba|Faba|Faba|N||n|-0.36|100.0||p||hc||h|0||7|3||0.0|60-65|0.0|<45||357.0|0.0|0.0|3.4|15.7|711.0||1, 3, 16|6.0|4.0|7.0|3.0|0.0|Stace (1997)|||
0910   210|athyrium_distentifolium|Wood|Wood|Poly|N||s|0.38|80.0||p||hc||h|0|Rhiz1|1|6||0.0|>65|0.0|<45||98.0|0.0|0.0|0.3|11.2|2098.0||15|6.0|6.0|3.0|4.0|0.0|Biol. Flora (2005)|||
0910   211|athyrium_filix_femina|Wood|Wood|Poly|N||n|0.25|90.0||p||hc||h|0||5|6||0.0|>65|0.0|<45||2574.0|849.0|12.0|3.5|14.4|1132.0||1, 16|5.0|7.0|5.0|6.0|0.0|Hutchinson & Thomas (1996)|||
0910   210.1|athyrium_flexile|Wood|Wood|Poly|NE|VU|r||40.0||p||hc||h|0|Rhiz1|1|1|||||||16.0|0.0|0.0|-0.9|10.7|1753.0||15, 16|7.0|6.0|3.0|4.0|0.0|Biol. Flora (2005)|||
0920   212|atriplex_glabriuscula|Chen|Amar|Cary|N||n|-0.93|33.0||a||Th||h|0||5|2||0.0|>65|0.0|45-50||780.0|159.0|10.0|4.2|14.4|1163.0|Co|19|9.0|6.0|7.0|8.0|3.0|1/3 height of A. prostrata (because procumbent)|||
0920   216|atriplex_laciniata|Chen|Amar|Cary|N||n|0.38|30.0||a||Th||h|0||7|1||1.0|55-60|0.0|<45||418.0|92.0|13.0|4.5|14.8|979.0|Co|19|9.0|6.0|7.0|7.0|3.0|Stace (1997)|||
0920   217|atriplex_littoralis|Chen|Amar|Cary|N||n|1.59|100.0||a||Th||h|0||7|6||0.0|>65|0.0|<45||362.0|36.0|3.0|4.2|15.4|822.0|Co|19|9.0|6.0|7.0|6.0|4.0|CTW (1962)|||
0920  2286|atriplex_longipes|Chen|Amar|Cary|N||s||90.0||a||Th||h|0||4|3||0.0|60-65|1.0|50-55||39.0|0.0|0.0|4.2|15.6|982.0|Co|21|9.0|6.0|7.0|8.0|4.0|Stace (1997)|||
0920   218|atriplex_patula|Chen|Amar|Cary|N||n|-0.34|87.0||a||Th||h|0||6|4||0.0|>65|0.0|<45||2318.0|787.0|12.0|3.7|14.8|1013.0||3, 4|7.0|5.0|7.0|7.0|2.0|average of Butcher (1961) and Stace (1991)|||
0920   949|atriplex_pedunculata|Chen|Amar|Cary|N|CR|r||30.0||a||Th||h|0||7|4||0.0|55-60|0.0|<45||20.0|0.0|0.0|3.9|16.4|603.0|Co|21|9.0|8.0|7.0|8.0|5.0|Stace (1991)|||
0920   950|atriplex_portulacoides|Chen|Amar|Cary|N||n|0.06|80.0||p||Pn||w|0||9|1||0.0|55-60|0.0|<45||322.0|68.0|10.0|4.6|15.7|869.0|Co|21|9.0|8.0|8.0|6.0|6.0|CTW (1962)|dwarf shrub||
0920  2287|atriplex_praecox|Chen|Amar|Cary|N||s||10.0||a||Th||h|0||4|3||0.0|>65|1.0|50-55||62.0|0.0|0.0|3.6|12.8|1503.0|Co|19|9.0|5.0|7.0|6.0|3.0|Stace (1997)|||
0920   214|atriplex_prostrata|Chen|Amar|Cary|N||n|1.1|100.0||a||Th||h|0||6|4||0.0|>65|0.0|<45||1847.0|349.0|5.0|3.9|15.1|955.0||3, 4, 19, 21|8.0|7.0|7.0|7.0|2.0|Stace (1997)|||
0920   219|atropa_belladonna|Sola|Sola|Sola|N||n|-0.33|150.0||p||hc||h|0||7|3||1.0|50-55|0.0|<45||414.0|0.0|0.0|3.6|16.1|717.0||1, 3|5.0|4.0|8.0|6.0|0.0|CTW (1962)|||
0920   220|avena_fatua|Poac|Poac|Poal|AR|||1.17|150.0||a||Th||h|0||8|4||||||Eur|1556.0|170.0|5.0|3.7|15.4|849.0||3, 4|7.0|4.0|7.0|7.0|0.0|Stace (1997)|||
0920  2988|avena_sativa|Poac|Poac|Poal|AC||||150.0||a||Th||h|0|||||||||Eur|728.0|131.0|4.0|3.9|15.4|903.0||4|7.0|5.0|7.0|7.0|0.0|Stace (1997)|||
0920  7682|avena_sterilis|Poac|Poac|Poal|AN|||0.14|150.0||a||Th||h||||||||||Eur|274.0|0.0|4.0|3.7|16.3|689.0||4|7.0|5.0|7.0|7.0|0.0|Stace (1997)|||
0920   222|avena_strigosa|Poac|Poac|Poal|AC|||-3.01|120.0||a||Th||h|0|||||||||Crop|270.0|72.0|6.0|4.0|14.6|1042.0||4|7.0|7.0|5.0|5.0|0.0|Stace (1997)|||
0910   223|azolla_filiculoides|Azol|Azol|Mars|AN|||2.76||1.0|p||Hy||h|Frag|||||||||Am4, SAm|660.0|21.0|9.0|4.0|16.0|774.0||13, 14|7.0|11.0|8.0|8.0|0.0|estimated thickness (MOH)|||
0920   224|baldellia_ranunculoides|Alis|Alis|Alis|N||n|-1.08|20.0|20.0|p||Hy||h|0|Stol2|8|2||0.0|55-60|0.0|<45||536.0|344.0|6.0|4.1|15.1|974.0||13, 14|8.0|10.0|6.0|2.0|0.0|Stace (1991);  submerged leaves assumed to be roughly same length||Also (3rd form of clonality) by proliferous inflorescens|
0920   225|ballota_nigra|Lami|Lami|Lami|AR|||-0.37|100.0||p||hc||h|Rhiz2||8|3|||||||1365.0|70.0|12.0|3.8|15.7|797.0||3|7.0|4.0|8.0|6.0|0.0|Stace (1997)|||
0920   226|barbarea_intermedia|Bras|Bras|Bras|AN|||1.92|60.0||b||hc||h|0|||||||||Eur|735.0|207.0|7.0|3.7|15.0|975.0||4|8.0|5.0|6.0|7.0|0.0|Rich (1991)|||
0920   227|barbarea_stricta|Bras|Bras|Bras|AN|||0.5|100.0||b|p|hc||h|0||5|4|c|||||Eur, As1|104.0|1.0|0.0|3.7|15.9|705.0||11, 13, 14|8.0|7.0|7.0|8.0|0.0|Rich (1991)|||
0920   228|barbarea_verna|Bras|Bras|Bras|AN|||1.34|90.0||a|b|Th|hc|h|0|||||||||Eur|514.0|28.0|7.0|4.1|15.6|943.0||3|8.0|5.0|6.0|6.0|0.0|Rich (1991)|"Rich (1991) says ""annual or biennial"""||
0920   229|barbarea_vulgaris|Bras|Bras|Bras|N||n|-0.02|90.0||b|p|hc||h|0||7|4||0.0|60-65|0.0|<45||1869.0|615.0|3.0|3.7|15.0|943.0||3, 14|7.0|6.0|7.0|8.0|0.0|Rich (1991)|||
0920   230|bartsia_alpina|Scro|Orob|Lami|N||r|-0.1|22.0||p||hc||h|Rhiz1||1|3||0.0|>65|0.0|<45||18.0|0.0|0.0|0.4|11.9|2069.0||7, 11, 15|8.0|8.0|7.0|2.0|0.0|average of CTW (1962) and Stace (1997)||"Biol. Flora J Ecol 91, 908-921 ""local pops of dense clones"""|
0920   231|bellis_perennis|Aste|Aste|Aste|N||n|0.89|8.0||p||hc||h|Rhiz1||7|3||0.0|60-65|0.0|<45||2797.0|984.0|14.0|3.5|14.5|1105.0||5, 6|8.0|5.0|6.0|4.0|0.0|CTW (1962) - max leaf length||regenerates by means of stolons to form patches (CPE);  these are subterranean (MOH, personal observation)|
0920   232|berberis_vulgaris|Berb|Berb|Ranu|||n|-0.61|250.0||p||Pn||w|Rhiz1||7|3||0.0|55-60|0.0|<45||974.0|26.0|1.0|3.4|15.2|892.0||1, 3|7.0|4.0|8.0|3.0|0.0|CTW (1962)|||
0920   234|berula_erecta|Apia|Apia|Apia|N||n|-0.02|100.0||p||Hy||h|Irreg||7|3||0.0|60-65|0.0|<45||1111.0|265.0|1.0|3.8|15.5|843.0||11|7.0|10.0|7.0|7.0|0.0|Stace (1997)|Presumably dies back to base in winter||
0920   235|beta_vulgaris|Chen|Amar|Cary|N||n|1.23|150.0||p|b|hc||h|0||9|1||0.0|55-60|0.0|<45||607.0|205.0|14.0|4.6|15.4|952.0|Co|18, 19|9.0|5.0|7.0|8.0|3.0|Stace (1997)|According to Stace (1991), the wild form is usually perennial||
0920   238|betula_nana|Betu|Betu|Faga|N||s|-0.09|100.0||p||Pn||w|Rhiz1||2|6||0.0|>65|0.0|<45||125.0|0.0|0.0|0.7|11.5|1585.0||10, 12, 15|7.0|8.0|1.0|1.0|0.0|CTW (1962)|||
0920   239|betula_pendula|Betu|Betu|Faga|N||n|-0.23|2500.0||p||Ph||w|0||5|4||0.0|>65|0.0|<45||2293.0|390.0|0.0|3.3|14.6|1073.0||1|7.0|5.0|4.0|4.0|0.0|CTW (1962)|||
0920   240|betula_pubescens|Betu|Betu|Faga|N||n|0.4|2000.0||p||Ph||w|0||5|4||0.0|>65|0.0|<45||2399.0|779.0|0.0|3.4|14.4|1123.0||1|7.0|7.0|4.0|4.0|0.0|CTW (1962)|||
0920   241|bidens_cernua|Aste|Aste|Aste|N||n|-0.54|67.0||a||Th||h|0||7|6||0.0|>65|0.0|<45||874.0|281.0|2.0|3.9|15.5|883.0||13, 14|8.0|9.0|7.0|7.0|0.0|average of CTW (1962) and Stace (1997)|||
0920   242|bidens_tripartita|Aste|Aste|Aste|N||n|-0.43|67.0||a||Th||h|0||7|5||0.0|>65|0.0|<45||1055.0|222.0|5.0|3.9|15.5|884.0||11, 13|8.0|8.0|7.0|7.0|0.0|average of CTW (1962) and Stace (1997)|||
0920   243|blackstonia_perfoliata|Gent|Gent|Gent|N||n|0.12|45.0||a||Th||h|0||9|2||1.0|55-60|0.0|<45||787.0|198.0|2.0|4.0|15.8|812.0||7|8.0|5.0|8.0|2.0|0.0|CTW (1962)|||
0910   244|blechnum_spicant|Blec|Blec|Poly|N||n|-0.39|50.0||p||hc||h|0||7|3||0.0|>65|0.0|<45||2159.0|831.0|9.0|3.5|14.1|1198.0||1, 2, 10, 16|5.0|6.0|3.0|3.0|0.0|Page (1997)|||
0920   245|blysmus_compressus|Cype|Cype|Poal|N||n|-1.28|37.0||p||hc||h|Rhiz2||7|3|c|0.0|60-65|0.0|<45||384.0|0.0|0.0|3.2|15.2|840.0||11|8.0|8.0|8.0|3.0|0.0|average of CTW (1962) and Stace (1997)|||
0920   246|blysmus_rufus|Cype|Cype|Poal|N||n|-0.53|37.0||p||hc||h|Rhiz2||4|3||0.0|>65|0.0|50-55||367.0|74.0|0.0|3.8|13.6|1371.0|Co|21|8.0|8.0|7.0|4.0|5.0|average of CTW (1962) and Stace (1997)|||
0920  1860|bolboschoenus_maritimus|Cype|Cype|Poal|N||n|0.0|100.0||p||Hy||h|Rhiz1|DRg|8|4||0.0|>65|0.0|<45||766.0|216.0|7.0|4.3|15.1|1020.0|Co|21|8.0|10.0|8.0|7.0|4.0|Stace (1997)|||
0910   248|botrychium_lunaria|Ophi|Ophi|Ophi|N||n|-0.43|15.0||p||Gn||h|0||5|6||0.0|>65|0.0|<45||1109.0|138.0|1.0|3.0|13.8|1259.0||7, 16|8.0|4.0|6.0|2.0|0.0|Hutchinson & Thomas (1996)|||
0920   249|brachypodium_pinnatum|Poac|Poac|Poal|N||n|0.15|90.0||p||hc||h|Rhiz1||7|4||0.0|60-65|0.0|<45||612.0|24.0|0.0|3.6|15.9|745.0||7|7.0|3.0|8.0|3.0|0.0|average of CTW (1962) & Stace (1997)|basically a hemicryptophyte with some wintergreen bits||
0920   250|brachypodium_sylvaticum|Poac|Poac|Poal|N||n|-0.17|95.0||p||hc||h|0gr||7|3||0.0|60-65|0.0|<45||2310.0|787.0|12.0|3.7|14.7|1062.0||1|6.0|5.0|6.0|5.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   251|brassica_napus|Bras|Bras|Bras|AN|||2.88|130.0||a|b|Th|hc|h|0|||||||||Gard|1758.0|144.0|7.0|3.6|15.1|914.0||3, 4, 17|7.0|4.0|7.0|7.0|0.0|Rich (1991)|"Rich (1991) says ""annual or biennial"""||
0920   252|brassica_nigra|Bras|Bras|Bras|||n|-0.02|150.0||a||Th||h|0||7|3||1.0|55-60|0.0|<45||1080.0|58.0|11.0|4.0|15.8|822.0||3, 4|8.0|5.0|7.0|6.0|0.0|average of Rich (1991) and CTW (1962)|||
0920   253|brassica_oleracea|Bras|Bras|Bras|||s|0.9|130.0||p||Pn||sw|0||8|2||1.0|50-55|0.0|<45||98.0|0.0|1.0|4.9|15.6|922.0||17, 18|8.0|4.0|7.0|8.0|3.0|average of Rich (1991) and Stace (1997)|||
0920   254|brassica_rapa|Bras|Bras|Bras|AR|||0.74|100.0||a|b|Th|hc|h|0||7|4|||||||1407.0|630.0|7.0|3.9|15.0|993.0||4|7.0|5.0|7.0|6.0|0.0|Rich (1991)|"Rich (1991) says ""annual or biennial"""||
0920   255|briza_maxima|Poac|Poac|Poal|AN||||62.0||a||Th||h|0||0|3||||||Eur|239.0|4.0|11.0|4.6|15.8|932.0||3, 17, 19|7.0|3.0|4.0|2.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   256|briza_media|Poac|Poac|Poal|N||n|-0.75|62.0||p||hc||h|Rhiz1||7|3||0.0|60-65|0.0|<45||1853.0|588.0|2.0|3.5|14.9|971.0||7|8.0|5.0|7.0|3.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   257|briza_minor|Poac|Poac|Poal|AR|||0.28|55.0||a||Th||h|0||9|1|||||||92.0|0.0|8.0|5.2|16.1|919.0||4|7.0|4.0|5.0|5.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   259|bromopsis_benekenii|Poac|Poac|Poal|N||s|0.25|105.0||p||hc||h|0gr||7|3|c|0.0|60-65|0.0|<45||64.0|0.0|0.0|3.0|15.3|896.0||1|5.0|5.0|7.0|5.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   263|bromopsis_erecta|Poac|Poac|Poal|N||n|-0.01|110.0||p||hc||h|0gr||7|3||1.0|50-55|0.0|<45||798.0|48.0|3.0|3.7|15.9|764.0||7|7.0|4.0|8.0|3.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   265|bromopsis_inermis|Poac|Poac|Poal|AN|||1.71|150.0||p||hc||h|Rhiz2||7|4||||||Eur, As1|263.0|0.0|0.0|3.6|15.9|757.0||3|8.0|4.0|8.0|5.0|0.0|Stace (1997)|||
0920   272|bromopsis_ramosa|Poac|Poac|Poal|N||n|-0.18|170.0||p||hc||h|0gr||7|3||0.0|60-65|0.0|<45||1887.0|450.0|0.0|3.5|14.9|995.0||1|4.0|6.0|7.0|7.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   262|bromus_commutatus|Poac|Poac|Poal|N||n|1.07|95.0||a||Th||h|0||7|3||1.0|55-60|0.0|<45||675.0|33.0|0.0|3.9|16.1|772.0||3|7.0|4.0|8.0|6.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   269|bromus_hordeaceus|Poac|Poac|Poal|N||n|-0.37|80.0||a||Th||h|0||8|3||0.0|60-65|0.0|<45||2406.0|830.0|14.0|3.7|14.7|1051.0||4, 6|8.0|4.0|7.0|4.0|0.0|Stace (1997)|||
0920   271|bromus_racemosus|Poac|Poac|Poal|N||n|0.74|95.0||a||Th||h|0||7|3||0.0|55-60|0.0|<45||516.0|78.0|0.0|4.0|15.8|852.0||3, 6|6.0|6.0|7.0|8.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   273|bromus_secalinus|Poac|Poac|Poal|AR|||-1.15|90.0||a||Th||h|0|||||||||Unk|403.0|19.0|4.0|3.9|15.8|816.0||4|6.0|4.0|5.0|4.0|0.0|average of CTW (1962) & Stace (1997)|||
0920   276|bryonia_dioica|Cucu|Cucu|Cucu|N||n|-0.5|400.0||p||Gn||h|0||9|2||1.0|55-60|0.0|<45||1004.0|0.0|4.0|3.6|16.0|726.0||3|7.0|5.0|7.0|7.0|0.0|Stace (1997)|||
0920   277|buddleja_davidii|Budd|Scro|Lami|AN|||3.73|500.0||p||Ph||w|0|||||||||As|1434.0|267.0|14.0|3.9|15.4|930.0||3, 17|7.0|5.0|7.0|5.0|0.0|Stace (1991)|||
0920   282|bunium_bulbocastanum|Apia|Apia|Apia|N||r|0.14|50.0||p||Gn||h|0||8|2||0.0|50-55|0.0|<45||13.0|0.0|0.0|3.3|16.3|633.0||4|7.0|4.0|9.0|4.0|0.0|Stace (1991)|||
0920   285|bupleurum_baldense|Apia|Apia|Apia|N|EN|r||10.0||a||Th||h|0||9|1||1.0|50-55|0.0|<45||3.0|0.0|8.0|6.1|16.5|808.0|Co|18, 19|9.0|3.0|8.0|2.0|0.0|Stace (1997)|||
0920   283|bupleurum_falcatum|Apia|Apia|Apia|AN||||100.0||p||hc||h|0||8|5||||||Eur, As|8.0|0.0|0.0|3.4|16.0|776.0||3|6.0|3.0|9.0|3.0|0.0|Stace (1997)|||
0920   286|bupleurum_rotundifolium|Apia|Apia|Apia|AR|EW||-4.58|30.0||a||Th||h|0|||||||||Eur?|287.0|0.0|1.0|3.8|16.0|753.0||4|8.0|3.0|9.0|4.0|0.0|Stace (1991)|||
0920   287|bupleurum_tenuissimum|Apia|Apia|Apia|N||s|-0.97|50.0||a||Th||h|0||8|3||0.0|55-60|0.0|<45||161.0|0.0|0.0|4.2|16.4|684.0||3, 6|9.0|7.0|8.0|4.0|3.0|Stace (1997)|||
0920   288|butomus_umbellatus|Buto|Buto|Alis|N||n|-0.04|150.0|150.0|p||Hy||h|Rhiz2|DRg|7|4||0.0|>65|0.0|<45||685.0|0.0|0.0|3.7|16.0|715.0||13, 14|7.0|11.0|7.0|7.0|0.0|Stace (1997)||Spread occasionally by detached lateral buds developing on rhizome|
0920   289|buxus_sempervirens|Buxa|Buxa|Buxa|N||r|2.54|500.0||p||Ph||w|0||9|2||1.0|50-55|0.0|<45||2.0|0.0|0.0|3.7|16.6|716.0||1, 3|4.0|4.0|8.0|5.0|0.0|Stace (1991)|||
0920   291|cakile_maritima|Bras|Bras|Bras|N||n|-0.38|30.0||a||Th||h|0||6|3||0.0|>65|0.0|<45||576.0|131.0|13.0|4.4|14.6|1011.0|Co|19|9.0|6.0|7.0|7.0|3.0|Rich (1991)|||
0920   292|calamagrostis_canescens|Poac|Poac|Poal|N||n|-0.33|120.0||p||hc||h|Rhiz2||5|4|c|0.0|>65|0.0|<45||293.0|0.0|0.0|3.4|15.7|723.0||11|7.0|9.0|7.0|5.0|0.0|Stace (1997)|||
0920   293|calamagrostis_epigejos|Poac|Poac|Poal|N||n|0.47|200.0||p||hc||h|Rhiz2||5|5||0.0|>65|0.0|<45||936.0|9.0|4.0|3.7|15.7|812.0||3, 11|7.0|7.0|7.0|6.0|0.0|Stace (1997)|||
0920  2646|calamagrostis_purpurea|Poac|Poac|Poal|N||r||150.0||p||hc||h|Rhiz2||4|4||0.0|>65|0.0|45-50||10.0|0.0|0.0|1.6|13.1|1346.0||1, 11|7.0|8.0|6.0|3.0|0.0|Stace (1997)|||
0920   295|calamagrostis_scotica|Poac|Poac|Poal|NE|VU|r||100.0||p||hc||h|Rhiz1||4|1|||||||1.0|0.0|0.0|3.6|12.8|888.0||11|8.0|8.0|6.0|4.0|0.0|Stace (1997)|||
0920   294|calamagrostis_stricta|Poac|Poac|Poal|N||r|-0.74|100.0||p||hc||h|Rhiz1||2|6||0.0|>65|0.0|45-50||22.0|6.0|0.0|2.9|14.2|928.0||11|9.0|9.0|4.0|2.0|0.0|Stace (1997)|||
0920   300|calendula_officinalis|Aste|Aste|Aste|AN||||50.0||a||Th||h|0|||||||||Unk|764.0|24.0|10.0|4.0|15.7|822.0||3, 17|8.0|5.0|7.0|7.0|0.0|Aeschimann & Burdet (1994), conf. MOH by measurement of garden plants;  value 80 cm in Stace (1997) is extreme|||
0920   303.2|callitriche_brutia|Call|Plan|Lami|N||n||25.0||a||Hz||h|Node2||9|1|||||||213.0|63.0|3.0|4.1|14.9|1087.0||13|8.0|10.0|5.0|5.0|0.0|CTW (1962)|||Native range doubtful (taxon not now regarded as specifically distinct)
0920   303.1|callitriche_brutia_subsp_hamulata|Call|Plan|Lami|N||n|||80.0|a|p|Hz|Hy|h|Node2|Irreg|5|2|||||||1758.0|282.0|6.0|3.3|14.2|1162.0||13, 14|7.0|11.0|6.0|5.0|0.0|CTW (1962)|||Native range doubtful (taxon not now regarded as specifically distinct)
