,Name,Number,Value,Modifier,Notes,Subspecies
0,Flower colour,5.58,white,,white spadix,
1,Petal no,5.59,4,,tepals,
2,Petal (sepal) size (cm),5.6,0.25,0.2-0.3,tepals,
3,Stigma number,5.61,1,,,
4,Stamen number,5.62,4,,,
5,Sepal number,5.63,0,,tepals,
6,Carpel/Style number,5.64,0,,,
7,Inflorescence type,5.65,spadix,,,
