,Name,Number,Value,Modifier,Notes,Subspecies
0,Seed weight: 3. mean (mg),5.34,0.04,,,
1,Flower colour,5.58,white,pink,ray florets,
2,Flower colour,5.58,yellow,,disk florets,
3,Petal no,5.59,5,many,flowers mistaken for petals,
4,Petal (sepal) size (cm),5.6,0.25,0.21-0.32,ray florets,
5,Petal (sepal) size (cm),5.6,0.75,0.5-1,disc florets,
6,Stigma number,5.61,2,,,
7,Stamen number,5.62,5,,fused into a tube,
8,Sepal number,5.63,0,many,sepaloid phyllaries,
9,Carpel/Style number,5.64,1,,,
10,Inflorescence type,5.65,capitulum,,,
