,Name,Number,Value,Modifier,Notes,Subspecies
0,2C DNA content (pg),5.26,0.63,,,
1,Seed weight: 3. mean (mg),5.34,0.0612,,,
2,Flower colour,5.58,pink,"red, purple, white",,
3,Petal no,5.59,5,,,
4,Petal (sepal) size (cm),5.6,0.1,0.8-1.2,,
5,Stigma number,5.61,5,,,
6,Stamen number,5.62,10,,,
7,Sepal number,5.63,10,,,
8,Carpel/Style number,5.64,10,,,
9,Inflorescence type,5.65,cyme,,,
