,Name,Number,Value,Modifier,Notes,Subspecies
0,Flower colour,5.58,pale pink,,,
1,Petal no,5.59,5,,,
2,Petal (sepal) size (cm),5.6,0.4,,,
3,Stigma number,5.61,5,,,
4,Stamen number,5.62,20,15-35,,
5,Sepal number,5.63,5,,,
6,Carpel/Style number,5.64,5,,,
7,Inflorescence type,5.65,corymb,,"terminal and lateral, conical",
