,Name,Number,Value,Modifier,Notes,Subspecies
0,Height: 3. typical maximum (cm),3.05,150,,,
1,Seed weight: 3. mean (mg),5.34,24.98,,,
2,Seed weight: 3. mean (mg),5.34,28.2,,,
3,Flower colour,5.58,blue,"violet, white",,
4,Petal no,5.59,5,,fused,
5,Petal (sepal) size (cm),5.6,4,,,
6,Stigma number,5.61,1,2-3 lobes,,
7,Stamen number,5.62,5,,,
8,Sepal number,5.63,5,,,
9,Carpel/Style number,5.64,1,,,
10,Inflorescence type,5.65,solitary,2-3,axillary,
