ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2645324,A,Brassicaceae,,Arabis,,"androsacea",,"","Fenzl",Accepted,,M,WCSP (in review),777393,278000-1,"Pug. Pl. Nov. Syr.","13","","1842"
kew-2645327,A,Brassicaceae,,Arabis,,"apennina",,"","Tausch",Unresolved,,L,WCSP (in review),777396,278003-1,"Syll. Pl. Nov.","2: 244","","1828"
kew-2645328,A,Brassicaceae,,Arabis,,"aprica",,"","Osterh. ex A.Nelson",Unresolved,,L,WCSP (in review),777397,278004-1,"Man. Bot. Rocky Mt.","ed. 2: 228","","1909"
kew-2645330,A,Brassicaceae,,Arabis,,"araratica",,"","Azn.",Unresolved,,L,WCSP (in review),777399,278005-1,"Magyar Bot. Lapok","17: 2","","1918 publ. 1919"
kew-2645331,A,Brassicaceae,,Arabis,,"arbuscula",,"","Greene",Unresolved,,L,WCSP (in review),777400,16909-2,"Leafl. Bot. Observ. Crit.","2: 77","","1910"
kew-2645341,A,Brassicaceae,,Arabis,,"arenaria",,"","Schrank",Unresolved,,L,WCSP (in review),777410,278011-1,"Fl. Monac.","3: 256","","1816"
kew-2645342,A,Brassicaceae,,Arabis,×,"arendsii",,"","H.R.Wehrh.",Unresolved,,L,WCSP (in review),777411,,"","","",""
kew-2645343,A,Brassicaceae,,Arabis,,"arenicola",,"","(Richardson ex Hook.) Gelert",Accepted,,M,WCSP (in review),777412,278012-1,"Bot. Tidsskr.","21: 290","","1898"
kew-2645350,A,Brassicaceae,,Arabis,,"ariana",,"","Hedge",Accepted,,M,WCSP (in review),777419,278015-1,"in Fl. Iran.","57: 208","","1968"
kew-2645351,A,Brassicaceae,,Arabis,,"arida",,"","Greene",Unresolved,,L,WCSP (in review),777420,16919-2,"Pittonia","4: 190","","1900"
kew-2645353,A,Brassicaceae,,Arabis,,"armerifolia",,"","Greene",Unresolved,,L,WCSP (in review),777422,16920-2,"Leafl. Bot. Observ. Crit.","2: 75","","1910"
kew-2645355,A,Brassicaceae,,Arabis,,"arvensis",,"","Edgew.",Unresolved,,L,WCSP (in review),777424,,"Trans. Linn. Soc. London","20: 32","","1851"
kew-2645356,A,Brassicaceae,,Arabis,,"aschersonii",,"","Gand.",Unresolved,,L,WCSP (in review),777425,278021-1,"Contr. Fl. Terr. Slav. Merid.","1: 4","","1883"
kew-2645361,A,Brassicaceae,,Arabis,,"aubrietioides",,"","Boiss.",Accepted,,M,WCSP (in review),777430,278026-1,"Fl. Orient.","1: 175","","1867"
kew-2645362,A,Brassicaceae,,Arabis,,"aucheri",,"","Boiss.",Accepted,,M,WCSP (in review),777431,278027-1,"Ann. Sci. Nat., Bot.","II, 17: 52","","1842"
kew-2645368,A,Brassicaceae,,Arabis,,"axillaris",,"","Kom.",Unresolved,,L,WCSP (in review),777437,278031-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","18: 437","","1901"
kew-2645369,A,Brassicaceae,,Arabis,,"axilliflora",,"","(Jafri) H.Hara",Accepted,,M,WCSP (in review),777438,278032-1,"J. Jap. Bot.","47: 107","","1972"
kew-2645371,A,Brassicaceae,,Arabis,,"balansae",,"","Boiss. & Reut.",Accepted,,M,WCSP (in review),777440,278033-1,"Diagn. Pl. Orient.","II, 5: 17","","1856"
kew-2645373,A,Brassicaceae,,Arabis,,"barcinonensis",,"","Sennen",Unresolved,,L,WCSP (in review),777442,278035-1,"Monde Pl.","30(180): 5","","1929"
kew-2645375,A,Brassicaceae,,Arabis,,"beirana",,"","P.Silveira, J.Paiva & N.Marcos",Accepted,,M,WCSP (in review),777444,1020076-1,"Bot. J. Linn. Soc.","135: 299","","2001"
kew-2645381,A,Brassicaceae,,Arabis,,"belmuntis",,"","Sennen",Unresolved,,L,WCSP (in review),777450,278041-1,"Monde Pl.","30(180): 5","","1929"
kew-2645382,A,Brassicaceae,,Arabis,,"benelocata",,"","Sennen",Unresolved,,L,WCSP (in review),777451,278042-1,"Monde Pl.","30(180): 5","","1929"
kew-2645383,A,Brassicaceae,,Arabis,,"besseri",,"","Zapał.",Unresolved,,L,WCSP (in review),777452,278043-1,"Rozpr. Wydz. Mat.-Przyr. Akad. Umiejetn., Dzia? B, Nauki Biol.","12: 17","","1912"
kew-2645384,A,Brassicaceae,,Arabis,,"bijuga",,"","Watt",Accepted,,M,WCSP (in review),777453,278044-1,"J. Linn. Soc., Bot.","18: 378","","1881"
kew-2645386,A,Brassicaceae,,Arabis,,"bitolica",,"","Velen.",Unresolved,,L,WCSP (in review),777455,278046-1,"Reliq. Mrkvi?.","4","","1922"
kew-2645387,A,Brassicaceae,,Arabis,,"blepharophylla",,"","Hook. & Arn.",Accepted,,M,WCSP (in review),777456,278047-1,"Bot. Beechey Voy.","321","","1838"
kew-2645396,A,Brassicaceae,,Arabis,,"bolanderi",,"","S.Watson",Unresolved,,L,WCSP (in review),777465,16926-2,"Proc. Amer. Acad. Arts","22: 467","","1887"
kew-2645399,A,Brassicaceae,,Arabis,,"bosniaca",,"","Beck",Unresolved,,L,WCSP (in review),777468,278053-1,"Ann. K. K. Naturhist. Hofmus.","2: 71","","1887"
kew-2645401,A,Brassicaceae,,Arabis,,"brachycarpa",,"","Rupr.",Accepted,,M,WCSP (in review),777470,278055-1,"Fl. Caucasi","73","","1869"
kew-2645404,A,Brassicaceae,,Arabis,,"bracteata",,"","Wedd.",Unresolved,,L,WCSP (in review),777473,278058-1,"Ann. Sci. Nat., Bot.","V, 1: 291","","1864"
kew-2645405,A,Brassicaceae,,Arabis,,"bracteolata",,"","Greene",Unresolved,,L,WCSP (in review),777474,16930-2,"Leafl. Bot. Observ. Crit.","2: 73","","1910"
kew-2645408,A,Brassicaceae,,Arabis,,"brebneriana",,"","A.Nelson",Unresolved,,L,WCSP (in review),777477,16931-2,"Bull. Torrey Bot. Club","25: 373","","1898"
kew-2645409,A,Brassicaceae,,Arabis,,"breutelii",,"","Lange",Unresolved,,L,WCSP (in review),777478,278063-1,"Consp. Fl. Groenland.","1: 50","","1881"
kew-2645412,A,Brassicaceae,,Arabis,,"brevisiliqua",,"","Rydb.",Unresolved,,L,WCSP (in review),777481,16932-2,"Bull. Torrey Bot. Club","39: 326","","1912"
kew-2645421,A,Brassicaceae,,Arabis,,"brucae",,"","M.E.Jones",Unresolved,,L,WCSP (in review),777490,16938-2,"Contr. W. Bot.","14: 37","","1912"
kew-2645422,A,Brassicaceae,,Arabis,,"bryoides",,"","Boiss.",Accepted,,M,WCSP (in review),777491,278072-1,"Ann. Sci. Nat., Bot.","II, 17: 55","","1842"
kew-2645428,A,Brassicaceae,,Arabis,,"caerulea",,"","(All.) Haenke",Accepted,,M,WCSP (in review),777497,278078-1,"Collectanea","2: 56","","1789"
kew-2645429,A,Brassicaceae,,Arabis,,"caespitosa",,"","Schleich.",Unresolved,,L,WCSP (in review),777498,278079-1,"Cat. Pl. Helv.","ed. 4: 8","","1821"
kew-2645430,A,Brassicaceae,,Arabis,×,"calcigena",,"","Zapał.",Unresolved,,L,WCSP (in review),777499,278080-1,"Rozpr. Wydz. Mat.-Przyr. Akad. Umiejetn., Dzia? B, Nauki Biol.","12: 21","","1912"
kew-2645440,A,Brassicaceae,,Arabis,,"cantalica",,"","Charb.",Unresolved,,L,WCSP (in review),777509,278088-1,"Bull. Soc. Bot. France","60: 185","","1913 publ. 1920"
kew-2645441,A,Brassicaceae,,Arabis,,"capensis",,"","L.",Unresolved,,L,WCSP (in review),777510,324626-2,"Syst. Nat. ed. 10","2: 1135","","1759"
kew-2645443,A,Brassicaceae,,Arabis,,"cardamines",,"","Turcz.",Unresolved,,L,WCSP (in review),777512,278091-1,"Bull. Soc. Imp. Naturalistes Moscou","27(2): 292","","1854"
kew-2645444,A,Brassicaceae,,Arabis,,"carduchorum",,"","Boiss.",Accepted,,M,WCSP (in review),777513,278092-1,"Fl. Orient.","1: 173","","1867"
kew-2645445,A,Brassicaceae,,Arabis,,"carnulosa",,"","Tscherning",Unresolved,,L,WCSP (in review),777514,278093-1,"Delic. Pl. Jurjev.","42","","1900"
kew-2645446,A,Brassicaceae,,Arabis,,"carpetana",,"","Willk.",Unresolved,,L,WCSP (in review),777515,278094-1,"Prodr. Fl. Hispan.","3: 822","","1880"
kew-2645447,A,Brassicaceae,,Arabis,,"caucasica",,"","Willd.",Accepted,,M,WCSP (in review),777516,278095-1,"Enum. Pl.","Suppl.: 45","","1814"
kew-2645453,A,Brassicaceae,,Arabis,,"chanetii",,"","H.Lév.",Unresolved,,L,WCSP (in review),777522,278098-1,"Repert. Spec. Nov. Regni Veg.","11: 548","","1913"
tro-4103408,A,Brassicaceae,,Arabis,,"christianii",,"","N. Busch",Unresolved,,L,TRO,4103408,,"","","",""
kew-2645458,A,Brassicaceae,,Arabis,,"ciliata",,"","Clairv.",Accepted,,M,WCSP (in review),777527,,"Man. Herbor. Suisse","222","","1811"
kew-2645466,A,Brassicaceae,,Arabis,,"cognata",,"","Jeps.",Unresolved,,L,WCSP (in review),777535,16948-2,"Man. Fl. Pl. Calif.","429","","1925"
kew-2645467,A,Brassicaceae,,Arabis,,"colchaguensis",,"","Turcz.",Unresolved,,L,WCSP (in review),777536,278112-1,"Bull. Soc. Imp. Naturalistes Moscou","27(2): 293","","1854"
kew-2645469,A,Brassicaceae,,Arabis,,"collina",,"","Ten.",Accepted,,M,WCSP (in review),777538,,"Fl. Napol.","1(Prodr.): 39","","1811"
kew-2645477,A,Brassicaceae,,Arabis,,"colorata",,"","Tausch",Unresolved,,L,WCSP (in review),777546,278118-1,"Flora","19(2): 405","","1836"
kew-2645479,A,Brassicaceae,,Arabis,,"columnaris",,"","Nakai",Accepted,,M,WCSP (in review),777548,278120-1,"Repert. Spec. Nov. Regni Veg.","13: 271","","1914"
kew-2645480,A,Brassicaceae,,Arabis,,"commersonii",,"","DC.",Unresolved,,L,WCSP (in review),777549,278121-1,"Syst. Nat.","2: 228","","1821"
kew-2645487,A,Brassicaceae,,Arabis,,"conringifolia",,"","Sennen",Unresolved,,L,WCSP (in review),777556,278126-1,"Monde Pl.","30(180): 5","","1929"
kew-2645488,A,Brassicaceae,,Arabis,,"conringioides",,"","Ball",Accepted,,L,WCSP (in review),777557,278127-1,"J. Bot.","11: 297","","1873"
kew-2645489,A,Brassicaceae,,Arabis,,"conringioides",subsp.,"humbertii","(Quézel) Dobignard & D.Jord.",Accepted,,L,WCSP (in review),777558,954058-1,"Saussurea","18: 79","","1987"
kew-2645492,A,Brassicaceae,,Arabis,,"constancei",,"","Rollins",Accepted,,M,WCSP (in review),777561,16957-2,"Contr. Gray Herb.","201: 5","","1971"
kew-2645495,A,Brassicaceae,,Arabis,,"contracta",,"","Čelak.",Unresolved,,L,WCSP (in review),777564,278132-1,"Prodr. Fl. Böhmen","155","","1867"
kew-2645503,A,Brassicaceae,,Arabis,,"crassifolia",,"","Ledeb.",Unresolved,,L,WCSP (in review),777572,278140-1,"Denkschr. Königl.-Baier. Bot. Ges. Regensburg","3: 107","","1841"
kew-2645509,A,Brassicaceae,,Arabis,,"crucisetosa",,"","Constance & Rollins",Accepted,,M,WCSP (in review),777578,16960-2,"Proc. Biol. Soc. Wash.","49: 147","","1936"
kew-2645510,A,Brassicaceae,,Arabis,,"crypta",,"","A.Nelson & J.F.Macbr.",Unresolved,,L,WCSP (in review),777579,16961-2,"Bot. Gaz.","56: 473","","1913"
kew-2645516,A,Brassicaceae,,Arabis,,"cypria",,"","Holmboe",Accepted,,M,WCSP (in review),777585,278151-1,"Stud. Veg. Cypr.","85","","1914"
kew-2645522,A,Brassicaceae,,Arabis,,"davisii",,"","H.Duman & A.Duran",Accepted,,M,WCSP (in review),777591,20002299-1,"Israel J. Bot.","49: 237","","2001"
kew-2645523,A,Brassicaceae,,Arabis,×,"decipiens",,"","Zapał.",Unresolved,,L,WCSP (in review),777592,278156-1,"Rozpr. Wydz. Mat.-Przyr. Akad. Umiejetn., Dzia? B, Nauki Biol.","12: 20","","1912"
kew-2645524,A,Brassicaceae,,Arabis,×,"decipiens",,"","Beck",Unresolved,,L,WCSP (in review),777593,278157-1,"Glasn. Zemaljsk. Muz. Bosni Hercegovini","28: 79","","1916"
kew-2645528,A,Brassicaceae,,Arabis,,"deflexa",,"","Boiss.",Accepted,,M,WCSP (in review),777597,278160-1,"Fl. Orient.","1: 175","","1867"
kew-2645529,A,Brassicaceae,,Arabis,×,"delarbrei",,"","Charb.",Unresolved,,L,WCSP (in review),777598,278161-1,"Bull. Soc. Bot. France","60: 186","","1913 publ. 1920"
kew-2645534,A,Brassicaceae,,Arabis,,"densa",,"","Greene",Unresolved,,L,WCSP (in review),777603,16968-2,"Leafl. Bot. Observ. Crit.","2: 76","","1910"
kew-2645535,A,Brassicaceae,,Arabis,,"densicaulis",,"","A.Nelson",Unresolved,,L,WCSP (in review),777604,16969-2,"Bot. Gaz.","30: 190","","1900"
kew-2645539,A,Brassicaceae,,Arabis,,"dentipetalata",,"","Honda",Unresolved,,L,WCSP (in review),777608,278166-1,"Bot. Mag. (Tokyo)","45: 1","","1931"
kew-2645544,A,Brassicaceae,,Arabis,×,"digenea",,"","Fritsch",Unresolved,,L,WCSP (in review),777613,278171-1,"Verh. K. K. Zool.-Bot. Ges. Wien","44: 314","","1894 publ. 1895"
tro-4100035,A,Brassicaceae,,Arabis,×,"divaricarpa",,"","A. Nelson (pro sp.)",Accepted,,M,TRO,4100035,16976-2,"Bot. Gaz.","30(3): 193","193","1900"
tro-100357318,A,Brassicaceae,,Arabis,,"doberanica",,"","Parsa",Accepted,,M,TRO,100357318,,"","13","13","1946"
kew-2645554,A,Brassicaceae,,Arabis,,"doberaranica",,"","Parsa",Unresolved,,L,WCSP (in review),777623,278174-1,"Pl. Nov. Iran.","13","","1946"
kew-2645556,A,Brassicaceae,,Arabis,,"doerfleri",,"","Halácsy",Unresolved,,L,WCSP (in review),777625,,"Consp. Fl. Graec.","1: 51","","1900"
kew-2645558,A,Brassicaceae,,Arabis,,"dorotheae",,"","Sennen",Unresolved,,L,WCSP (in review),777627,278178-1,"Monde Pl.","30(180): 5","","1929"
kew-2645559,A,Brassicaceae,,Arabis,,"doumetii",,"","Coss.",Unresolved,,L,WCSP (in review),777628,278180-1,"Ill. Fl. Atlant.","1: 19","","1882"
kew-2645560,A,Brassicaceae,,Arabis,,"drabiformis",,"","Boiss.",Accepted,,M,WCSP (in review),777629,278181-1,"Ann. Sci. Nat., Bot.","II, 17: 55","","1842"
kew-2645562,A,Brassicaceae,,Arabis,,"dregeana",,"","Harv. & Sond.",Unresolved,,L,WCSP (in review),777631,278183-1,"Fl. Cap.","1: 22","","1860"
kew-2645574,A,Brassicaceae,,Arabis,,"egglestonii",,"","Rydb.",Unresolved,,L,WCSP (in review),777643,16996-2,"Fl. Rocky Mts.","361","","1917"
kew-2645575,A,Brassicaceae,,Arabis,,"elata",,"","Piper",Unresolved,,L,WCSP (in review),777644,16997-2,"Proc. Biol. Soc. Wash.","37: 91","","1924"
kew-2645576,A,Brassicaceae,,Arabis,,"elegans",,"","Tineo ex Lojac.",Unresolved,,L,WCSP (in review),777645,278189-1,"Fl. Sicul.","1: 106","","1886"
kew-2606223,A,Brassicaceae,,Arabis,,"elgonensis",,"","Al-Shehbaz",Accepted,,M,WCSP (in review),739277,77091162-1,"Harvard Pap. Bot.","12(2): 387","","2007"
kew-2645580,A,Brassicaceae,,Arabis,,"engleriana",,"","Muschl.",Accepted,,M,WCSP (in review),777649,278193-1,"Verh. Bot. Vereins Prov. Brandenburg","49: 91","","1907"
kew-2645581,A,Brassicaceae,,Arabis,,"epilobioides",,"","Greene",Unresolved,,L,WCSP (in review),777650,17000-2,"Repert. Spec. Nov. Regni Veg.","5: 242","","1908"
kew-2645583,A,Brassicaceae,,Arabis,,"erikii",,"","Mutlu",Accepted,,M,WCSP (in review),777652,77060093-1,"Bot. J. Linn. Soc.","145: 251","","2004"
kew-2645585,A,Brassicaceae,,Arabis,,"eriopoda",,"","Turcz.",Unresolved,,L,WCSP (in review),777654,278197-1,"Bull. Soc. Imp. Naturalistes Moscou","13: 63","","1840"
kew-2645586,A,Brassicaceae,,Arabis,,"ermanii",,"","(Ledeb.) Kjellm.",Unresolved,,L,WCSP (in review),777655,278198-1,"Vega-Exped. Vidensk. Iaktt.","1: 537","","1880"
kew-2645587,A,Brassicaceae,,Arabis,,"erubescens",,"","Ball",Accepted,,M,WCSP (in review),777656,278199-1,"J. Bot.","11: 297","","1873"
kew-2645588,A,Brassicaceae,,Arabis,,"erysimoides",,"","Kar. & Kir.",Unresolved,,L,WCSP (in review),777657,278200-1,"Bull. Soc. Imp. Naturalistes Moscou","15: 145","","1842"
tro-50120879,A,Brassicaceae,,Arabis,,"eschscholtziana",,"","Andrz.",Accepted,,M,TRO,50120879,,"Fl. Altaic.","3: 25","25","1831"
kew-2645593,A,Brassicaceae,,Arabis,,"falcata",,"","A.Rich.",Unresolved,,L,WCSP (in review),777662,278205-1,"Tent. Fl. Abyss.","1: 17","","1847"
kew-2645597,A,Brassicaceae,,Arabis,,"falklandica",,"","Benth. & Hook.f.",Unresolved,,L,WCSP (in review),777666,278207-1,"Gen. Pl.","1: 69","","1862"
kew-2645598,A,Brassicaceae,,Arabis,,"farinacea",,"","Rupr.",Accepted,,M,WCSP (in review),777667,278208-1,"Fl. Caucasi","71","","1869"
tro-4100330,A,Brassicaceae,,Arabis,,"ferdinandi-coburgii",,"","Kellerer & Sund.",Accepted,,M,TRO,4100330,,"","","",""
kew-2645612,A,Brassicaceae,,Arabis,,"flagellosa",,"","Miq.",Accepted,,M,WCSP (in review),777681,278216-1,"Ann. Mus. Bot. Lugduno-Batavi","2: 72","","1865"
kew-2645616,A,Brassicaceae,,Arabis,,"flaviflora",,"","Bunge",Accepted,,M,WCSP (in review),777685,,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat.","7: 582","","1859"
kew-2645619,A,Brassicaceae,,Arabis,,"foliosa",,"","Royle ex Hook.f. & Thomson",Accepted,,M,WCSP (in review),777688,278220-1,"J. Proc. Linn. Soc., Bot.","5: 160","","1862"
kew-2645622,A,Brassicaceae,,Arabis,,"freynii",,"","Brügger",Unresolved,,L,WCSP (in review),777691,278223-1,"Oesterr. Bot. Z.","39: 231","","1889"
kew-2645625,A,Brassicaceae,,Arabis,,"furcata",,"","S.Watson",Accepted,,M,WCSP (in review),777694,,"Proc. Amer. Acad. Arts","17: 362","","1882"
kew-2645626,A,Brassicaceae,,Arabis,,"furcata",var.,"olympica","(Piper) Rollins",Accepted,,L,WCSP (in review),777695,17017-2,"Res. Stud. State Coll. Wash.","4: 19","","1936"
kew-2645629,A,Brassicaceae,,Arabis,,"gegamica",,"","Mtshkvet.",Accepted,,M,WCSP (in review),777698,,"Zametki Sist. Geogr. Rast.","31: 18","","1975"
kew-2645633,A,Brassicaceae,,Arabis,,"georgiana",,"","R.M.Harper",Accepted,,M,WCSP (in review),777702,17020-2,"Torreya","3: 87","","1903"
tro-4100331,A,Brassicaceae,,Arabis,,"gerardii",,"","Besser",Accepted,,M,TRO,4100331,,"","","",""
kew-2645643,A,Brassicaceae,,Arabis,,"glastifolia",,"","Rchb.",Unresolved,,L,WCSP (in review),777712,278236-1,"Icon. Fl. Germ. Helv.","12: 13","","1850"
kew-2645648,A,Brassicaceae,,Arabis,,"gmelinii",,"","Willd. ex Ledeb.",Unresolved,,L,WCSP (in review),777717,278239-1,"Fl. Ross.","1: 131","","1841"
kew-2645654,A,Brassicaceae,,Arabis,,"gracilis",,"","Willd. ex Ledeb.",Unresolved,,L,WCSP (in review),777723,278245-1,"Fl. Ross.","1: 185","","1841"
kew-2645655,A,Brassicaceae,,Arabis,,"gracilis",,"","Royle ex Hook.f. & Thomson",Unresolved,,L,WCSP (in review),777724,278244-1,"J. Proc. Linn. Soc., Bot.","5: 158","","1861"
kew-2645657,A,Brassicaceae,,Arabis,,"grandiflora",,"","L.",Unresolved,,L,WCSP (in review),777726,,"Amoen. Acad., Schreb. ed.","2: 279","","1787"
kew-2645661,A,Brassicaceae,,Arabis,,"gredensis",,"","Gand.",Unresolved,,L,WCSP (in review),777730,278251-1,"Bull. Soc. Bot. France","48: 413","","1902"
kew-2645673,A,Brassicaceae,,Arabis,,"hesperidoides",,"","A.Gray",Unresolved,,L,WCSP (in review),777742,278260-1,"Manual","ed. 5: 68","","1867"
kew-2645677,A,Brassicaceae,,Arabis,,"heterophylla",,"","Schur",Unresolved,,L,WCSP (in review),777746,278263-1,"Verh. Mitth. Siebenbürg. Vereins Naturwiss. Hermannstadt","4: 59","","1853"
kew-2645678,A,Brassicaceae,,Arabis,,"hibernica",,"","Wilmott",Unresolved,,L,WCSP (in review),777747,278265-1,"J. Bot.","62: 26","","1924"
kew-2645681,A,Brassicaceae,,Arabis,,"hirsuta",,"","(L.) Scop.",Accepted,,M,WCSP (in review),777750,278269-1,"Fl. Carniol.","ed. 2, 2: 30","","1772"
kew-2645693,A,Brassicaceae,,Arabis,,"hirsuta",var.,"eschscholtziana","(Andrz. ex Ledeb.) Rollins",Accepted,,L,WCSP (in review),777762,17038-2,"Rhodora","43: 320","","1941"
kew-2645698,A,Brassicaceae,,Arabis,,"hirsuta",var.,"glabrata","Torr. & A.Gray",Accepted,,L,WCSP (in review),777767,17040-2,"Fl. N. Amer.","1: 80","","1838"
kew-2645702,A,Brassicaceae,,Arabis,,"hirsuta",var.,"hornungiana","(Schur) Govaerts",Accepted,,L,WCSP (in review),777771,982697-1,"World Checklist Seed Pl.","1(1): 8","","1994"
kew-2645714,A,Brassicaceae,,Arabis,,"hirsuta",var.,"pycnocarpa","(M.Hopkins) Rollins",Accepted,,L,WCSP (in review),777783,17051-2,"Rhodora","43: 318","","1941"
kew-2645716,A,Brassicaceae,,Arabis,,"hirsuta",var.,"sadina","(Samp.) Govaerts",Accepted,,L,WCSP (in review),777785,,"World Checklist Seed Pl.","1(1): 8","","1994"
kew-2645744,A,Brassicaceae,,Arabis,,"hookeri",,"","Lange",Unresolved,,L,WCSP (in review),777813,278280-1,"Consp. Fl. Groenland.","1: 50","","1881"
kew-2645750,A,Brassicaceae,,Arabis,,"huetii",,"","Trautv.",Accepted,,M,WCSP (in review),777819,,"Trudy Imp. S.-Peterburgsk. Bot. Sada","2: 498","","1873"
kew-2645752,A,Brassicaceae,,Arabis,,"humifusa",,"","(J.Vahl) S.Watson",Unresolved,,L,WCSP (in review),777821,17072-2,"Proc. Amer. Acad. Arts","25: 124","","1890"
kew-2645761,A,Brassicaceae,,Arabis,,"incana",,"","Roth",Unresolved,,L,WCSP (in review),777830,278293-1,"Catal. Bot.","1: 79","","1797"
kew-2645765,A,Brassicaceae,,Arabis,,"incarnata",,"","Lamb. ex DC.",Unresolved,,L,WCSP (in review),777834,278298-1,"Syst. Nat.","2: 210","","1821"
kew-2645766,A,Brassicaceae,,Arabis,,"integrifolia",,"","Lapeyr.",Unresolved,,L,WCSP (in review),777835,,"Hist. Pl. Pyrénées","385","","1813"
kew-2645767,A,Brassicaceae,,Arabis,,"intermedia",,"","Hoppe ex Steud.",Unresolved,,L,WCSP (in review),777836,278300-1,"Nomencl. Bot.","ed. 2, 1: 116","","1840"
kew-2645768,A,Brassicaceae,,Arabis,,"intermedia",,"","Brügger",Unresolved,,L,WCSP (in review),777837,278301-1,"Jahresber. Naturf. Ges. Graubündens","II, 25: 92","","1882"
kew-2645770,A,Brassicaceae,,Arabis,,"intermedia",,"","Dalla Torre & Sarnth.",Unresolved,,L,WCSP (in review),777839,278303-1,"Fl. Tirol","6(2): 394","","1909"
kew-2645773,A,Brassicaceae,,Arabis,,"ionocalyx",,"","Boiss. & Heldr.",Accepted,,M,WCSP (in review),777842,278306-1,"Diagn. Pl. Orient.","8: 20","","1849"
kew-2645775,A,Brassicaceae,,Arabis,×,"jaborneggii",,"","A.Neumann ex Titz",Unresolved,,L,WCSP (in review),777844,278308-1,"Carinthia II","166: 265","","1976"
kew-2645777,A,Brassicaceae,,Arabis,,"jakucsii",,"","Pénzes",Unresolved,,L,WCSP (in review),777846,278310-1,"Feddes Repert.","77: 5","","1968"
kew-2645780,A,Brassicaceae,,Arabis,,"japonica",,"","Regel",Unresolved,,L,WCSP (in review),777849,278313-1,"Gartenflora","12: 308","","1863"
kew-2645784,A,Brassicaceae,,Arabis,,"josiae",,"","Jahand. & Maire",Accepted,,M,WCSP (in review),777853,278315-1,"Bull. Soc. Hist. Nat. Afrique N.","14: 66","","1923"
kew-2645786,A,Brassicaceae,,Arabis,,"jugicola",,"","Jord.",Unresolved,,L,WCSP (in review),777855,,"Diagn. Esp. Nouv.","121","","1864"
kew-2645787,A,Brassicaceae,,Arabis,,"juncea",,"","Stapf",Unresolved,,L,WCSP (in review),777856,278318-1,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.","51: 297","","1886"
kew-2645788,A,Brassicaceae,,Arabis,,"juniperina",,"","M.E.Jones",Unresolved,,L,WCSP (in review),777857,17081-2,"Contr. W. Bot.","15: 68","","1929"
kew-2645789,A,Brassicaceae,,Arabis,,"juresii",,"","Rothm.",Accepted,,M,WCSP (in review),777858,278320-1,"Agron. Lusit.","2: 79","","1940"
tro-100358190,A,Brassicaceae,,Arabis,,"juressi",,"","Rothm.",Accepted,,M,TRO,100358190,278320-1,"Addit. Fl. Canariensem","2: 79","79","1940"
kew-2645791,A,Brassicaceae,,Arabis,,"kamelinii",,"","Botsch.",Accepted,,M,WCSP (in review),777860,896074-1,"in Fl. Tadzhikskoi SSR","5: 626","","1978"
tro-100358191,A,Brassicaceae,,Arabis,,"kandingensis",,"","Y.H. Zhang",Accepted,,M,TRO,100358191,978436-1,"Bull. Brit. Mus. (Nat. Hist.), Bot.","14(2): 144","144","1994"
kew-2645796,A,Brassicaceae,,Arabis,,"karatavica",,"","(Lipsch.) Botsch. & Vved.",Unresolved,,L,WCSP (in review),777865,278325-1,"Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R.","18: 106","","1957"
kew-2645797,A,Brassicaceae,,Arabis,,"karategina",,"","Lipsky",Accepted,,M,WCSP (in review),777866,278326-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","18: 5","","1901"
kew-2645798,A,Brassicaceae,,Arabis,,"kashmiriaca",,"","Naqshi",Accepted,,M,WCSP (in review),777867,903544-1,"J. Econ. Taxon. Bot.","5: 714","","1984"
kew-2645799,A,Brassicaceae,,Arabis,,"kawasakiana",,"","Makino",Unresolved,,L,WCSP (in review),777868,278328-1,"Bot. Mag. (Tokyo)","27: 24","","1913"
kew-2645800,A,Brassicaceae,,Arabis,,"kazbegi",,"","Mtshkvet.",Accepted,,M,WCSP (in review),777869,,"Zametki Sist. Geogr. Rast.","31: 14","","1975"
kew-2645801,A,Brassicaceae,,Arabis,×,"kellereri",,"","Sünd.",Unresolved,,L,WCSP (in review),777870,,"Allg. Bot. Z. Syst.","26-27: 21","","1925"
kew-2645803,A,Brassicaceae,,Arabis,,"kennedyae",,"","Meilke",Accepted,,M,WCSP (in review),777872,,"Hooker's Icon. Pl.","36: t. 3574","","1962"
kew-2645804,A,Brassicaceae,,Arabis,,"kennedyi",,"","Greene",Unresolved,,L,WCSP (in review),777873,17084-2,"Leafl. Bot. Observ. Crit.","2: 71","","1910"
tro-4103430,A,Brassicaceae,,Arabis,,"kokanica",,"","Regel & Schmalh.",Unresolved,,L,TRO,4103430,,"","","",""
