ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2738774,A,Papaveraceae,,Corydalis,,"gortschakovii",,"","Schrenk",Accepted,,M,WCSP (in review),869050,672250-1,"Enum. Pl. Nov.","1: 100","","1841"
kew-2738777,A,Papaveraceae,,Corydalis,,"gortschakovii",subsp.,"onobrychis","(Fedde) Wendelbo",Accepted,,L,WCSP (in review),869053,888036-1,"in Fl. Iran.","110: 6","","1974"
kew-2738778,A,Papaveraceae,,Corydalis,,"gotlandica",,"","Lidén",Accepted,,M,WCSP (in review),869054,959085-1,"Nordic J. Bot.","11: 132","","1991"
kew-2738779,A,Papaveraceae,,Corydalis,,"gouldii",,"","Lidén",Accepted,,M,WCSP (in review),869055,960114-1,"Rheedea","1: 34","","1991"
kew-2738780,A,Papaveraceae,,Corydalis,,"govaniana",,"","Wall.",Accepted,,M,WCSP (in review),869056,672252-1,"Tent. Fl. Napal.","55","","1826"
kew-2738782,A,Papaveraceae,,Corydalis,,"govaniana",var.,"swatensis","(Kitam.) Jafri",Accepted,,L,WCSP (in review),869058,888038-1,"in Fl. W. Pakistan","73: 22","","1974"
kew-2738784,A,Papaveraceae,,Corydalis,,"gracilis",,"","Ledeb.",Accepted,,M,WCSP (in review),869060,672254-1,"Fl. Ross.","1: 101","","1841"
kew-2738786,A,Papaveraceae,,Corydalis,,"gracillima",,"","C.Y.Wu ex Govaerts",Accepted,,M,WCSP (in review),869062,1009980-1,"World Checklist Seed Pl.","3(1): 20","","1999"
tro-50152944,A,Papaveraceae,,Corydalis,,"gracillima",,"","C.Y. Wu",Unresolved,,L,TRO,50152944,940803-1,"Fl. Xizang.","2: 319","319","1985"
kew-2738788,A,Papaveraceae,,Corydalis,,"graminea",,"","Prain",Accepted,,M,WCSP (in review),869064,672256-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 23","","1896"
kew-2738789,A,Papaveraceae,,Corydalis,,"grandicalyx",,"","B.U.Oh & Y.S.Kim",Accepted,,M,WCSP (in review),869065,934244-1,"Korean J. Pl. Taxon.","17: 21","","1987"
kew-2738792,A,Papaveraceae,,Corydalis,,"grandiflora",,"","C.Y.Wu & Z.Y.Su",Accepted,,M,WCSP (in review),869068,937694-1,"Acta Bot. Yunnan.","11: 314","","1989"
kew-2738793,A,Papaveraceae,,Corydalis,,"griffithii",,"","Boiss.",Accepted,,M,WCSP (in review),869069,672257-1,"Diagn. Pl. Orient.","II, 1: 15","","1854"
kew-2738795,A,Papaveraceae,,Corydalis,,"grubovii",,"","Michajlova",Accepted,,M,WCSP (in review),869071,897470-1,"Novosti Sist. Vyssh. Rast.","18: 197","","1981"
kew-2606763,A,Papaveraceae,,Corydalis,,"gymnopoda",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),739807,77090045-1,"Novon","17: 482","","2007"
kew-2738796,A,Papaveraceae,,Corydalis,,"gypsophila",,"","Michajlova",Accepted,,M,WCSP (in review),869072,899537-1,"Novosti Sist. Vyssh. Rast.","19: 84","","1982"
kew-2738797,A,Papaveraceae,,Corydalis,,"gyrophylla",,"","Lidén",Accepted,,M,WCSP (in review),869073,,"Willdenowia","34: 33","","1996"
kew-2738802,A,Papaveraceae,,Corydalis,,"hamata",,"","Franch.",Accepted,,M,WCSP (in review),869078,,"J. Bot. (Morot)","8: 291","","1894"
kew-2738805,A,Papaveraceae,,Corydalis,,"hamiltonii",,"","G.Don",Unresolved,,L,WCSP (in review),869081,672264-1,"Gen. Hist.","1: 143","","1831"
kew-2738806,A,Papaveraceae,,Corydalis,,"handel-mazzettii",,"","Fedde",Accepted,,M,WCSP (in review),869082,672265-1,"Repert. Spec. Nov. Regni Veg.","20: 60","","1924"
kew-2738807,A,Papaveraceae,,Corydalis,,"hannae",,"","Kanitz",Unresolved,,L,WCSP (in review),869083,672266-1,"Növényt. Gyujtesek Eredm. Grof Szechenyi Bela Keletazsiai Utjabol","7","","1891"
kew-2606764,A,Papaveraceae,,Corydalis,,"harry-smithii",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739808,77090047-1,"Novon","17: 482","","2007"
kew-2738808,A,Papaveraceae,,Corydalis,×,"harzi",,"","P.Fourn.",Unresolved,,L,WCSP (in review),869084,672267-1,"Quatre Fl. France","376","","1936"
kew-2738810,A,Papaveraceae,,Corydalis,×,"hausmannii",,"","Klebelsberg",Unresolved,,L,WCSP (in review),869086,672269-1,"Oesterr. Bot. Z.","58: 243","","1908"
kew-2738811,A,Papaveraceae,,Corydalis,,"haussknechtii",,"","Lidén",Accepted,,M,WCSP (in review),869087,936729-1,"Notes Roy. Bot. Gard. Edinburgh","45: 358","","1988 publ. 1989"
kew-2738812,A,Papaveraceae,,Corydalis,,"hebephylla",,"","C.Y.Wu & Z.Y.Su",Accepted,,M,WCSP (in review),869088,937693-1,"Acta Bot. Yunnan.","11: 312","","1989"
kew-2606765,A,Papaveraceae,,Corydalis,,"helodes",,"","Lidén & Van De Veire",Accepted,,M,WCSP (in review),739809,77090865-1,"Ann. Bot. Fenn.","45: 132","","2008"
kew-2738814,A,Papaveraceae,,Corydalis,,"hemidicentra",,"","Hand.-Mazz.",Accepted,,M,WCSP (in review),869090,672270-1,"Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl.","57: 86","","1920"
kew-2738815,A,Papaveraceae,,Corydalis,,"hemsleyana",,"","Franch. & Prain",Accepted,,M,WCSP (in review),869091,672271-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 29","","1896"
kew-2738816,A,Papaveraceae,,Corydalis,,"hendersonii",,"","Hemsl.",Accepted,,M,WCSP (in review),869092,672272-1,"J. Linn. Soc., Bot.","30: 103","","1894"
kew-2738819,A,Papaveraceae,,Corydalis,,"henrikii",,"","Lidén",Accepted,,M,WCSP (in review),869095,960248-1,"Willdenowia","21: 175","","1991"
kew-2738820,A,Papaveraceae,,Corydalis,,"hepaticifolia",,"","C.Y.Wu & T.Y.Shu",Accepted,,M,WCSP (in review),869096,899538-1,"Acta Bot. Yunnan.","4: 2","","1982"
kew-2738821,A,Papaveraceae,,Corydalis,,"heracleifolia",,"","C.Y.Wu & Z.Y.Su",Accepted,,M,WCSP (in review),869097,937695-1,"Acta Bot. Yunnan.","11: 315","","1989"
kew-2738822,A,Papaveraceae,,Corydalis,,"heterocarpa",,"","Siebold & Zucc.",Accepted,,M,WCSP (in review),869098,672274-1,"Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.","4(2): 173","","1845"
kew-2738825,A,Papaveraceae,,Corydalis,,"heterocarpa",var.,"japonica","(Franch. & Sav.) Ohwi",Accepted,,L,WCSP (in review),869101,,"Acta Phytotax. Geobot.","13: 181","","1943"
kew-2738828,A,Papaveraceae,,Corydalis,,"heterocentra",,"","Diels",Accepted,,M,WCSP (in review),869104,672276-1,"Notes Roy. Bot. Gard. Edinburgh","5: 255","","1912"
kew-2738829,A,Papaveraceae,,Corydalis,,"heterodonta",,"","H.Lév.",Accepted,,M,WCSP (in review),869105,672277-1,"Repert. Spec. Nov. Regni Veg.","6: 266","","1909"
kew-2738830,A,Papaveraceae,,Corydalis,,"heteropetala",,"","Ochiauri",Accepted,,M,WCSP (in review),869106,981464-1,"Bot. Zhurn. (Moscow & Leningrad)","79: 93","","1994"
kew-2738834,A,Papaveraceae,,Corydalis,,"heterophylla",,"","Michajlova",Accepted,,M,WCSP (in review),869110,899539-1,"Novosti Sist. Vyssh. Rast.","19: 94","","1982"
kew-2606766,A,Papaveraceae,,Corydalis,,"heterothylax",,"","C.Y.Wu ex Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),739810,77090095-1,"Novon","17: 493","","2007"
kew-2738835,A,Papaveraceae,,Corydalis,,"hindukushensis",,"","Wendelbo & Grey-Wilson",Accepted,,M,WCSP (in review),869111,,"in Fl. Iran.","110: 9","","1974"
kew-2738836,A,Papaveraceae,,Corydalis,,"hirtipes",,"","B.U.Oh & J.G.Kim",Accepted,,M,WCSP (in review),869112,20010507-1,"J. Pl. Biol.","45: 237","","2002"
kew-2738837,A,Papaveraceae,,Corydalis,,"hoffmeisteri",,"","Klotzsch",Unresolved,,L,WCSP (in review),869113,672280-1,"Bot. Ergebn. Reise Waldemar","129","","1862"
kew-2738838,A,Papaveraceae,,Corydalis,,"holopetala",,"","Diels",Accepted,,M,WCSP (in review),869114,672281-1,"Notes Roy. Bot. Gard. Edinburgh","5: 254","","1912"
kew-2895871,A,Papaveraceae,,Corydalis,,"hongbashanensis",,"","Lidén & Y.W.Wang",Accepted,,M,WCSP (in review),1018757,77097550-1,"in Fl. China","7: 361","","2008"
kew-2738840,A,Papaveraceae,,Corydalis,,"hookeri",,"","Prain",Accepted,,M,WCSP (in review),869116,672283-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 34","","1896"
kew-2738841,A,Papaveraceae,,Corydalis,,"hsiaowutaishanensis",,"","T.P.Wang",Accepted,,M,WCSP (in review),869117,672284-1,"Contr. Inst. Bot. Natl. Acad. Peiping","2: 301","","1934"
kew-2738842,A,Papaveraceae,,Corydalis,,"humicola",,"","Hand.-Mazz.",Accepted,,M,WCSP (in review),869118,672285-1,"Symb. Sin.","7: 341","","1931"
kew-2738843,A,Papaveraceae,,Corydalis,,"humilis",,"","B.U.Oh & Y.S.Kim",Accepted,,M,WCSP (in review),869119,934245-1,"Korean J. Pl. Taxon.","17: 24","","1987"
kew-2738844,A,Papaveraceae,,Corydalis,,"humosa",,"","Migo",Accepted,,M,WCSP (in review),869120,672286-1,"J. Shanghai Sci. Inst., Sect. 3","4: 146","","1939"
kew-2738845,A,Papaveraceae,,Corydalis,×,"hybrida",,"","Michajlova",Accepted,,M,WCSP (in review),869121,936378-1,"Novosti Sist. Vyssh. Rast.","25: 88","","1988"
kew-2738846,A,Papaveraceae,,Corydalis,,"hypecoiformis",,"","Fedde",Unresolved,,L,WCSP (in review),869122,66390-2,"Repert. Spec. Nov. Regni Veg.","10: 314","","1912"
kew-2738848,A,Papaveraceae,,Corydalis,,"idahoensis",,"","Fedde",Unresolved,,L,WCSP (in review),869124,290330-2,"Repert. Spec. Nov. Regni Veg.","16: 195","","1919"
kew-2738849,A,Papaveraceae,,Corydalis,,"imbricata",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),869125,993799-1,"Edinburgh J. Bot.","54: 59","","1997"
kew-2738850,A,Papaveraceae,,Corydalis,,"impatiens",,"","(Pall.) Fisch. ex DC.",Accepted,,M,WCSP (in review),869126,,"Syst. Nat.","2: 124","","1821"
kew-2738853,A,Papaveraceae,,Corydalis,,"incisa",,"","(Thunb.) Pers.",Accepted,,M,WCSP (in review),869129,672291-1,"Syn. Pl.","2: 269","","1806"
kew-2738859,A,Papaveraceae,,Corydalis,,"inconspicua",,"","Bunge ex Ledeb.",Accepted,,M,WCSP (in review),869135,672292-1,"Fl. Ross.","1: 104","","1841"
kew-2738860,A,Papaveraceae,,Corydalis,,"inopinata",,"","Prain ex Fedde",Accepted,,M,WCSP (in review),869136,672293-1,"Repert. Spec. Nov. Regni Veg.","22: 26","","1925"
kew-2738862,A,Papaveraceae,,Corydalis,,"integra",,"","Barbey & Fors.-Major",Accepted,,M,WCSP (in review),869138,672294-1,"Samos","30","","1892"
kew-2738863,A,Papaveraceae,,Corydalis,,"intermedia",,"","(L.) Mérat",Accepted,,M,WCSP (in review),869139,672295-1,"Nouv. Fl. Env. Paris","272","","1812"
kew-2738864,A,Papaveraceae,,Corydalis,,"iochanensis",,"","H.Lév.",Accepted,,M,WCSP (in review),869140,672296-1,"Cat. Pl. Yunnan","202","","1916"
kew-2738865,A,Papaveraceae,,Corydalis,,"iraschkeviczii",,"","Aparina",Accepted,,M,WCSP (in review),869141,672298-1,"Novosti Sist. Vyssh. Rast.","7: 165","","1970 publ. 1971"
kew-2606767,A,Papaveraceae,,Corydalis,,"ischnosiphon",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739811,77090094-1,"Novon","17: 492","","2007"
kew-2738866,A,Papaveraceae,,Corydalis,,"isopyroides",,"","Fedde",Unresolved,,L,WCSP (in review),869142,66391-2,"Repert. Spec. Nov. Regni Veg.","11: 498","","1913"
kew-2738870,A,Papaveraceae,,Corydalis,,"jigmei",,"","C.E.C.Fisch. & Kaul",Accepted,,M,WCSP (in review),869146,672302-1,"Bull. Misc. Inform. Kew","1940: 266","","1940"
kew-2738871,A,Papaveraceae,,Corydalis,,"jingyuanensis",,"","C.Y.Wu & H.Chuang",Accepted,,M,WCSP (in review),869147,958197-1,"Acta Bot. Yunnan.","12: 381","","1990"
kew-2606768,A,Papaveraceae,,Corydalis,,"jiulongensis",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),739812,77090089-1,"Novon","17: 489","","2007"
kew-2738872,A,Papaveraceae,,Corydalis,,"jonesii",,"","Fedde",Unresolved,,L,WCSP (in review),869148,66393-2,"Repert. Spec. Nov. Regni Veg.","11: 196","","1912"
kew-2738874,A,Papaveraceae,,Corydalis,,"juncea",,"","Wall.",Accepted,,M,WCSP (in review),869150,672304-1,"Tent. Fl. Napal.","54","","1826"
kew-2738875,A,Papaveraceae,,Corydalis,,"kailiensis",,"","Z.Y.Su",Accepted,,M,WCSP (in review),869151,976171-1,"Acta Bot. Yunnan.","15: 357","","1993"
kew-2738877,A,Papaveraceae,,Corydalis,,"kansuana",,"","Fedde",Accepted,,M,WCSP (in review),869153,672305-1,"Repert. Spec. Nov. Regni Veg.","22: 221","","1926"
kew-2738879,A,Papaveraceae,,Corydalis,,"kashgarica",,"","Rupr.",Accepted,,M,WCSP (in review),869155,672308-1,"Sert. Tianschan.","38","","1869"
kew-2899440,A,Papaveraceae,,Corydalis,,"kedarensis",,"","Pusalkar & D.K.Singh",Accepted,,M,WCSP (in review),1022164,77107642-1,"Taiwania","54: 334","","2009"
kew-2738882,A,Papaveraceae,,Corydalis,,"khasiana",,"","Lidén",Accepted,,M,WCSP (in review),869158,960116-1,"Rheedea","1: 34","","1991"
kew-2738883,A,Papaveraceae,,Corydalis,,"kiautschouensis",,"","Poelln.",Accepted,,M,WCSP (in review),869159,672311-1,"Repert. Spec. Nov. Regni Veg.","45: 103","","1938"
kew-2738884,A,Papaveraceae,,Corydalis,,"kingdonis",,"","Airy Shaw",Accepted,,M,WCSP (in review),869160,672312-1,"Bull. Misc. Inform. Kew","1940: 267","","1940"
kew-2738885,A,Papaveraceae,,Corydalis,,"kingii",,"","Prain",Accepted,,M,WCSP (in review),869161,672313-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 30","","1896"
kew-2738888,A,Papaveraceae,,Corydalis,×,"kirschlegeri",,"","Issler ex Mansbendel",Unresolved,,L,WCSP (in review),869164,672314-1,"Monde Pl.","13: 1","","1911"
kew-2738889,A,Papaveraceae,,Corydalis,,"kiukiangensis",,"","C.Y.Wu, Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),869165,993806-1,"Edinburgh J. Bot.","54: 67","","1997"
kew-2738891,A,Papaveraceae,,Corydalis,,"kokiana",,"","Hand.-Mazz.",Accepted,,M,WCSP (in review),869167,672316-1,"Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl.","57: 52","","1920"
kew-2899468,A,Papaveraceae,,Corydalis,,"kovakensis",,"","Michajlova",Accepted,,M,WCSP (in review),1022189,,"Novosti Sist. Vyssh. Rast.","41: 90","","2009"
kew-2738895,A,Papaveraceae,,Corydalis,,"krasnovii",,"","Michajlova",Accepted,,M,WCSP (in review),869171,899540-1,"Novosti Sist. Vyssh. Rast.","19: 95","","1982"
kew-2895872,A,Papaveraceae,,Corydalis,,"kuruchuensis",,"","Lidén",Accepted,,M,WCSP (in review),1018758,77097553-1,"in Fl. China","7: 370","","2008"
kew-2738896,A,Papaveraceae,,Corydalis,,"kushiroensis",,"","Fukuhara",Accepted,,M,WCSP (in review),869172,960436-1,"Acta Phytotax. Geobot.","42: 108","","1991"
kew-2738897,A,Papaveraceae,,Corydalis,,"kusnetzovii",,"","Khokhr.",Accepted,,M,WCSP (in review),869173,672318-1,"Izv. Glavn. Bot. Sada S.S.S.R.","56: 42","","1964"
kew-2738899,A,Papaveraceae,,Corydalis,,"laelia",,"","Prain",Accepted,,M,WCSP (in review),869175,672320-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 25","","1896"
kew-2606769,A,Papaveraceae,,Corydalis,,"lagochila",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739813,77090048-1,"Novon","17: 483","","2007"
kew-2738902,A,Papaveraceae,,Corydalis,,"lasiocarpa",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),869178,993823-1,"Edinburgh J. Bot.","54: 82","","1997"
kew-2738903,A,Papaveraceae,,Corydalis,,"lathyroides",,"","Prain",Accepted,,M,WCSP (in review),869179,672322-1,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","65: 23","","1896"
kew-2738904,A,Papaveraceae,,Corydalis,,"lathyrophylla",,"","C.Y.Wu",Accepted,,M,WCSP (in review),869180,903953-1,"Acta Bot. Yunnan.","6: 254","","1984"
kew-2738905,A,Papaveraceae,,Corydalis,,"latiflora",,"","Hook.f. & Thomson",Accepted,,M,WCSP (in review),869181,672323-1,"Fl. Ind.","1: 270","","1855"
kew-2738906,A,Papaveraceae,,Corydalis,,"latiflora",subsp.,"gerdae","(Fedde) Lidén ex C.Y.Wu, H.Chuang & Z.Y.Su",Accepted,,L,WCSP (in review),869182,1014198-1,"in Fl. Reipubl. Popul. Sin.","32: 277","","1999"
kew-2738907,A,Papaveraceae,,Corydalis,,"latiloba",,"","(Franch.) Hand.-Mazz.",Accepted,,M,WCSP (in review),869183,672324-1,"Symb. Sin.","7: 342","","1931"
kew-2738910,A,Papaveraceae,,Corydalis,,"laucheana",,"","Fedde",Accepted,,M,WCSP (in review),869186,672325-1,"Repert. Spec. Nov. Regni Veg.","20: 356","","1924"
kew-2606770,A,Papaveraceae,,Corydalis,,"laxiflora",,"","Lidén",Accepted,,M,WCSP (in review),739814,77093843-1,"Nordic J. Bot.","25: 34","","2007 publ. 2008"
kew-2738913,A,Papaveraceae,,Corydalis,,"ledebouriana",,"","Kar. & Kir.",Accepted,,M,WCSP (in review),869189,672328-1,"Bull. Soc. Imp. Naturalistes Moscou","14: 377","","1841"
kew-2738915,A,Papaveraceae,,Corydalis,,"leptantha",,"","Lidén",Accepted,,M,WCSP (in review),869191,1004402-1,"Edinburgh J. Bot.","55: 346","","1998"
kew-2738916,A,Papaveraceae,,Corydalis,,"leptocarpa",,"","Hook.f. & Thomson",Accepted,,M,WCSP (in review),869192,672330-1,"Fl. Ind.","1: 260","","1855"
kew-2738917,A,Papaveraceae,,Corydalis,,"leptophylla",,"","Lidén",Accepted,,M,WCSP (in review),869193,1004403-1,"Edinburgh J. Bot.","55: 347","","1998"
kew-2738918,A,Papaveraceae,,Corydalis,,"leucanthema",,"","C.Y.Wu",Accepted,,M,WCSP (in review),869194,958200-1,"Acta Bot. Yunnan.","12: 385","","1990"
kew-2738920,A,Papaveraceae,,Corydalis,,"lhasaensis",,"","C.Y.Wu & Z.Y.Su",Accepted,,M,WCSP (in review),869196,1014199-1,"in Fl. Reipubl. Popul. Sin.","32: 280","","1999"
kew-2738921,A,Papaveraceae,,Corydalis,,"lhorongensis",,"","C.Y.Wu & H.Chuang",Accepted,,M,WCSP (in review),869197,901774-1,"Acta Bot. Yunnan.","5: 245","","1983"
kew-2738922,A,Papaveraceae,,Corydalis,,"liana",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),869198,993803-1,"Edinburgh J. Bot.","54: 64","","1997"
kew-2606771,A,Papaveraceae,,Corydalis,,"lidenii",,"","Z.Y.Su",Accepted,,M,WCSP (in review),739815,77093339-1,"Acta Bot. Yunnan.","30: 422","","2008"
kew-2738924,A,Papaveraceae,,Corydalis,,"linarioides",,"","Maxim.",Accepted,,M,WCSP (in review),869200,672332-1,"Bull. Acad. Imp. Sci. Saint-Pétersbourg","III, 24: 27","","1878"
kew-2738925,A,Papaveraceae,,Corydalis,,"lineariloba",,"","Siebold & Zucc.",Accepted,,M,WCSP (in review),869201,672333-1,"Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.","4(2): 174","","1845"
kew-2738926,A,Papaveraceae,,Corydalis,,"lineariloba",var.,"capillaris","(Makino) Ohwi",Accepted,,L,WCSP (in review),869202,,"Acta Phytotax. Geobot.","5: 147","","1936"
kew-2604046,A,Papaveraceae,,Corydalis,,"lineariloba",var.,"papilligera","(Ohwi) Ohwi ex S.Akiyama",Accepted,,L,WCSP (in review),737279,77075286-1,"in Fl. Japan","2a: 448","","2006"
kew-2738932,A,Papaveraceae,,Corydalis,,"linearis",,"","C.Y.Wu",Accepted,,M,WCSP (in review),869208,903954-1,"Acta Bot. Yunnan.","6: 251","","1984"
kew-2738933,A,Papaveraceae,,Corydalis,,"linjiangensis",,"","Z.Y.Su",Accepted,,M,WCSP (in review),869209,,"Willdenowia","26: 28","","1996"
kew-2738934,A,Papaveraceae,,Corydalis,,"linstowiana",,"","Fedde",Accepted,,M,WCSP (in review),869210,672334-1,"Repert. Spec. Nov. Regni Veg.","21: 50","","1925"
kew-2738935,A,Papaveraceae,,Corydalis,,"livida",,"","Maxim.",Accepted,,M,WCSP (in review),869211,672335-1,"Fl. Tangut.","49","","1889"
kew-2738938,A,Papaveraceae,,Corydalis,,"lofouensis",,"","H.Lév.",Accepted,,M,WCSP (in review),869214,672337-1,"Repert. Spec. Nov. Regni Veg.","20: 52","","1924"
kew-2738939,A,Papaveraceae,,Corydalis,,"longibracteata",,"","Ludlow & Stearn",Accepted,,M,WCSP (in review),869215,672338-1,"Bull. Brit. Mus. (Nat. Hist.) Bot.","5(2): 56","","1975"
kew-2738940,A,Papaveraceae,,Corydalis,,"longicalcarata",,"","H.Chuang & Z.Y.Su",Accepted,,M,WCSP (in review),869216,976168-1,"Acta Bot. Yunnan.","15: 356","","1993"
kew-2606772,A,Papaveraceae,,Corydalis,,"longicornu",,"","Franch.",Accepted,,M,WCSP (in review),739816,60447708-2,"Bull. Soc. Bot. France","33: 394","","1886"
kew-2738944,A,Papaveraceae,,Corydalis,,"longipes",,"","DC.",Accepted,,M,WCSP (in review),869220,672340-1,"Prodr.","1: 128","","1824"
kew-2738947,A,Papaveraceae,,Corydalis,,"longipes",var.,"pubescens","(C.Y.Wu & H.Chuang) C.Y.Wu",Accepted,,L,WCSP (in review),869223,1014200-1,"in Fl. Reipubl. Popul. Sin.","32: 341","","1999"
kew-2606773,A,Papaveraceae,,Corydalis,,"longistyla",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),739817,77090041-1,"Novon","17: 479","","2007"
kew-2738948,A,Papaveraceae,,Corydalis,,"longkiensis",,"","C.Y.Wu, Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),869224,976172-1,"Acta Bot. Yunnan.","15: 358","","1993"
kew-2606774,A,Papaveraceae,,Corydalis,,"lophophora",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739818,77090099-1,"Novon","17: 495","","2007"
kew-2738949,A,Papaveraceae,,Corydalis,,"lopinensis",,"","Franch.",Accepted,,M,WCSP (in review),869225,672342-1,"J. Bot. (Morot)","8: 283","","1894"
kew-2738951,A,Papaveraceae,,Corydalis,,"ludlowii",,"","Stearn",Accepted,,M,WCSP (in review),869227,672343-1,"Bull. Brit. Mus. (Nat. Hist.) Bot.","5(2): 57","","1975"
kew-2738952,A,Papaveraceae,,Corydalis,,"lupinoides",,"","Marquand & Airy Shaw",Accepted,,M,WCSP (in review),869228,672344-1,"J. Linn. Soc., Bot.","48: 160","","1929"
kew-2738953,A,Papaveraceae,,Corydalis,,"luquanensis",,"","H.Chuang",Accepted,,M,WCSP (in review),869229,940168-1,"Acta Bot. Yunnan.","12: 281","","1990"
kew-2738955,A,Papaveraceae,,Corydalis,,"lutescens",,"","C.Y.Wu ex X.Zhuang",Accepted,,M,WCSP (in review),869231,,"Acta Bot. Yunnan.","13: 19","","1991"
kew-2738956,A,Papaveraceae,,Corydalis,,"lydica",,"","Lidén",Accepted,,M,WCSP (in review),869232,992678-1,"Willdenowia","26: 32","","1996"
kew-2738957,A,Papaveraceae,,Corydalis,,"maackii",,"","Rupr. ex Trautv.",Accepted,,M,WCSP (in review),869233,672346-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","8: 71","","1883"
kew-2738958,A,Papaveraceae,,Corydalis,,"macrantha",,"","(Regel) Popov",Accepted,,M,WCSP (in review),869234,672347-1,"Fl. URSS","7: 682","","1937"
kew-2738959,A,Papaveraceae,,Corydalis,,"macrocalyx",,"","Litv.",Accepted,,M,WCSP (in review),869235,672348-1,"Trudy Bot. Muz. Imp. Akad. Nauk","1: 30","","1902"
kew-2738960,A,Papaveraceae,,Corydalis,,"macrocentra",,"","Regel",Accepted,,M,WCSP (in review),869236,672349-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","8: 694","","1884"
kew-2738961,A,Papaveraceae,,Corydalis,,"macrophylla",,"","Nutt.",Unresolved,,L,WCSP (in review),869237,672350-1,"Fl. N. Amer.","1: 69","","1838"
kew-2738962,A,Papaveraceae,,Corydalis,,"macrorrhiza",,"","Fedde",Unresolved,,L,WCSP (in review),869238,66395-2,"Repert. Spec. Nov. Regni Veg.","10: 479","","1912"
kew-2738963,A,Papaveraceae,,Corydalis,,"macrosepala",,"","Sred. ex Trautv.",Unresolved,,L,WCSP (in review),869239,672352-1,"Trudy Imp. S.-Peterburgsk. Bot. Sada","8: 71","","1883"
kew-2738964,A,Papaveraceae,,Corydalis,,"maculata",,"","B.U.Oh & Y.S.Kim",Accepted,,M,WCSP (in review),869240,934246-1,"Korean J. Pl. Taxon.","17: 26","","1987"
kew-2606775,A,Papaveraceae,,Corydalis,,"madida",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739819,77090050-1,"Novon","17: 484","","2007"
kew-2738965,A,Papaveraceae,,Corydalis,,"magadanica",,"","A.P.Khokhr.",Accepted,,M,WCSP (in review),869241,77087575-1,"Trudy Severo-Vost. Kompl. Nauchno-Issl. Inst.","42: 175","","1971"
kew-2738966,A,Papaveraceae,,Corydalis,,"mairei",,"","H.Lév.",Accepted,,M,WCSP (in review),869242,672353-1,"Cat. Pl. Yunnan","202","","1916"
kew-2738968,A,Papaveraceae,,Corydalis,,"majori",,"","Poelln.",Unresolved,,L,WCSP (in review),869244,672354-1,"Repert. Spec. Nov. Regni Veg.","45: 104","","1938"
kew-2738971,A,Papaveraceae,,Corydalis,,"malkensis",,"","Galushko",Accepted,,M,WCSP (in review),869247,672356-1,"Novosti Sist. Vyssh. Rast.","13: 251","","1976"
kew-2738972,A,Papaveraceae,,Corydalis,,"maracandica",,"","Michajlova",Accepted,,M,WCSP (in review),869248,934031-1,"Novosti Sist. Vyssh. Rast.","24: 101","","1987"
kew-2738975,A,Papaveraceae,,Corydalis,,"martini",,"","H.Lév. & Vaniot",Accepted,,M,WCSP (in review),869251,672358-1,"Bull. Acad. Int. Géogr. Bot.","11: 173","","1902"
kew-2738977,A,Papaveraceae,,Corydalis,,"mayae",,"","Hand.-Mazz.",Accepted,,M,WCSP (in review),869253,672360-1,"Symb. Sin.","7: 351","","1931"
kew-2738978,A,Papaveraceae,,Corydalis,,"mayae",var.,"stenophylla","(Fedde) C.Y.Wu",Accepted,,L,WCSP (in review),869254,3001766-1,"in Fl. Reipubl. Popul. Sin.","32: 241","","1999"
