ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date
kew-2739409,A,Papaveraceae,,Corydalis,,"vittae",,"","Kolak.",Accepted,,M,WCSP (in review),869683,366374-1,"Dokl. Akad. Nauk Armyanskoi S.S.R.","5(3): 87","","1946"
kew-2739410,A,Papaveraceae,,Corydalis,,"vivipara",,"","Fedde",Accepted,,M,WCSP (in review),869684,672569-1,"Repert. Spec. Nov. Regni Veg.","21: 48","","1925"
kew-2604050,A,Papaveraceae,,Corydalis,,"vyschinii",,"","Bezd.",Accepted,,M,WCSP (in review),737283,,"Fl. Ross. Dal'nego Vostoka","443","","2006"
kew-2739411,A,Papaveraceae,,Corydalis,,"wandoensis",,"","Y.N.Lee",Accepted,,M,WCSP (in review),869685,1000911-1,"Korean J. Pl. Taxon.","28: 26","","1998"
kew-2739412,A,Papaveraceae,,Corydalis,,"wardii",,"","W.W.Sm.",Accepted,,M,WCSP (in review),869686,672570-1,"Notes Roy. Bot. Gard. Edinburgh","9: 100","","1916"
kew-2739414,A,Papaveraceae,,Corydalis,,"washingtoniana",,"","Fedde",Unresolved,,L,WCSP (in review),869688,66419-2,"Repert. Spec. Nov. Regni Veg.","10: 419","","1912"
kew-2739416,A,Papaveraceae,,Corydalis,,"weigoldii",,"","Fedde",Accepted,,M,WCSP (in review),869690,672573-1,"Repert. Spec. Nov. Regni Veg.","17: 408","","1921"
kew-2739417,A,Papaveraceae,,Corydalis,,"weisiensis",,"","H.Chuang",Accepted,,M,WCSP (in review),869691,959546-1,"Acta Bot. Yunnan.","13: 271","","1991"
kew-2739418,A,Papaveraceae,,Corydalis,,"wendelboi",,"","Lidén",Accepted,,M,WCSP (in review),869692,936727-1,"Notes Roy. Bot. Gard. Edinburgh","45: 355","","1988 publ. 1989"
kew-2739420,A,Papaveraceae,,Corydalis,,"wetherillii",,"","Eastw.",Unresolved,,L,WCSP (in review),869694,66420-2,"Bull. Torrey Bot. Club","29: 524","","1902"
kew-2739424,A,Papaveraceae,,Corydalis,,"wilsonii",,"","N.E.Br.",Accepted,,M,WCSP (in review),869698,672577-1,"Gard. Chron.","III, 1903(2): 123","","1903"
kew-2739425,A,Papaveraceae,,Corydalis,,"wuzhengyiana",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),869699,993798-1,"Edinburgh J. Bot.","54: 59","","1997"
kew-2739426,A,Papaveraceae,,Corydalis,,"wyomingensis",,"","Fedde",Unresolved,,L,WCSP (in review),869700,66421-2,"Repert. Spec. Nov. Regni Veg.","10: 312","","1912"
kew-2739428,A,Papaveraceae,,Corydalis,,"yanhusuo",,"","(Y.H.Chou & Chun C.Hsu) W.T.Wang ex Z.Y.Su & C.Y.Wu",Accepted,,M,WCSP (in review),869702,,"Acta Bot. Yunnan.","7: 269","","1985"
kew-2606794,A,Papaveraceae,,Corydalis,,"yaoi",,"","Lidén & Z.Y.Su",Accepted,,M,WCSP (in review),739838,77090086-1,"Novon","17: 488","","2007"
kew-2739429,A,Papaveraceae,,Corydalis,,"yargongensis",,"","C.Y.Wu",Accepted,,M,WCSP (in review),869703,903960-1,"Acta Bot. Yunnan.","6: 243","","1984"
kew-2739430,A,Papaveraceae,,Corydalis,,"yui",,"","Lidén",Accepted,,M,WCSP (in review),869704,960118-1,"Rheedea","1: 35","","1991"
kew-2739431,A,Papaveraceae,,Corydalis,,"yunnanensis",,"","Franch.",Accepted,,M,WCSP (in review),869705,672579-1,"Bull. Soc. Bot. France","33: 394","","1886"
kew-2739432,A,Papaveraceae,,Corydalis,,"zadoiensis",,"","L.H.Zhou",Accepted,,M,WCSP (in review),869706,899544-1,"Acta Phytotax. Sin.","20: 111","","1982"
kew-2739433,A,Papaveraceae,,Corydalis,×,"zahlbruckneri",,"","Scheff.",Unresolved,,L,WCSP (in review),869707,,"Magyar Bot. Lapok","24: 84","","1925 publ. 1926"
kew-2739434,A,Papaveraceae,,Corydalis,,"zambuii",,"","C.E.C.Fisch. & Kaul",Accepted,,M,WCSP (in review),869708,672581-1,"Bull. Misc. Inform. Kew","1940: 267","","1940"
kew-2739435,A,Papaveraceae,,Corydalis,,"zeaensis",,"","Michajlova",Accepted,,M,WCSP (in review),869709,899545-1,"Novosti Sist. Vyssh. Rast.","19: 103","","1982"
kew-2739436,A,Papaveraceae,,Corydalis,,"zeravschanica",,"","Michajlova",Accepted,,M,WCSP (in review),869710,899546-1,"Novosti Sist. Vyssh. Rast.","19: 90","","1982"
kew-2739437,A,Papaveraceae,,Corydalis,,"zetterlundii",,"","Lidén",Accepted,,M,WCSP (in review),869711,960250-1,"Willdenowia","21: 178","","1991"
kew-2739438,A,Papaveraceae,,Corydalis,,"zhongdianensis",,"","Z.Y.Su & Lidén",Accepted,,M,WCSP (in review),869712,984263-1,"Rheedea","5: 16","","1995"
kew-2745801,A,Papaveraceae,,Cryptocapnos,,"chasmophyticus",,"","Rech.f.",Accepted,,M,WCSP (in review),876054,672582-1,"Anz. Österr. Akad. Wiss., Math.-Naturwiss. Kl.","104: 418","","1967"
kew-2746310,A,Papaveraceae,,Cryptoceras,,"giganteum",,"","Müll.Berol",Unresolved,,L,WCSP (in review),876563,672584-1,"Ann. Bot. Syst.","7: 91","","1868"
kew-2746833,A,Papaveraceae,,Cucularia,,"bulbosa",,"","Raf.",Unresolved,,L,WCSP (in review),877065,672595-1,"Med. Repos.","5: 352","","1808"
kew-2754370,A,Papaveraceae,,Cysticapnos,,"cracca",,"","(Cham. & Schltdl.) Lidén",Accepted,,M,WCSP (in review),884121,943207-1,"Opera Bot.","88: 108","","1986"
kew-2754372,A,Papaveraceae,,Cysticapnos,,"parviflora",,"","Lidén",Unresolved,,L,WCSP (in review),884123,930662-1,"Opera Bot.","88: 106","","1986"
kew-2754373,A,Papaveraceae,,Cysticapnos,,"pruinosa",,"","(E.Mey. ex Bernh.) Lidén",Accepted,,M,WCSP (in review),884124,943206-1,"Opera Bot.","88: 106","","1986"
kew-2754374,A,Papaveraceae,,Cysticapnos,,"vesicaria",,"","(L.) Fedde",Accepted,,L,WCSP (in review),884125,672600-1,"Repert. Spec. Nov. Regni Veg.","19: 287","","1924"
kew-2899696,A,Papaveraceae,,Dactylicapnos,,"burmanica",,"","(K.R.Stern) Lidén",Accepted,,M,WCSP (in review),1022395,77107692-1,"Nordic J. Bot.","25: 35","","2007 publ. 2008"
kew-2903749,A,Papaveraceae,,Dactylicapnos,,"cordata",,"","Lidén",Unresolved,,L,WCSP (in review),1026207,77109929-1,"Nordic J. Bot.","28: 658","","2010"
kew-2606907,A,Papaveraceae,,Dactylicapnos,,"gaoligongshanensis",,"","Lidén",Accepted,,M,WCSP (in review),739936,,"Nordic J. Bot.","25: 34","","2007 publ. 2008"
kew-2755210,A,Papaveraceae,,Dactylicapnos,,"grandifoliolata",,"","Merr.",Accepted,,M,WCSP (in review),884888,672606-1,"Brittonia","4: 64","","1941"
kew-2606908,A,Papaveraceae,,Dactylicapnos,,"leiosperma",,"","Lidén",Accepted,,M,WCSP (in review),739937,,"Nordic J. Bot.","25: 35","","2007 publ. 2008"
kew-2755211,A,Papaveraceae,,Dactylicapnos,,"lichiangensis",,"","(Fedde) Hand.-Mazz.",Accepted,,M,WCSP (in review),884889,672607-1,"Symb. Sin.","7: 338","","1931"
kew-2755212,A,Papaveraceae,,Dactylicapnos,,"macrocapnos",,"","(Prain) Hutch.",Accepted,,M,WCSP (in review),884890,672608-1,"Bull. Misc. Inform. Kew","1921: 105","","1921"
kew-2903752,A,Papaveraceae,,Dactylicapnos,,"odontocarpa",,"","Lidén",Unresolved,,L,WCSP (in review),1026210,77109927-1,"Nordic J. Bot.","28: 658","","2010"
kew-2903750,A,Papaveraceae,,Dactylicapnos,,"platycarpa",,"","Lidén",Unresolved,,L,WCSP (in review),1026208,77109928-1,"Nordic J. Bot.","28: 658","","2010"
kew-2755214,A,Papaveraceae,,Dactylicapnos,,"roylei",,"","(Hook.f. & Thomson) Hutch.",Accepted,,M,WCSP (in review),884892,672610-1,"Bull. Misc. Inform. Kew","1921: 104","","1921"
kew-2755215,A,Papaveraceae,,Dactylicapnos,,"scandens",,"","(D.Don) Hutch.",Accepted,,M,WCSP (in review),884893,672611-1,"Bull. Misc. Inform. Kew","1921: 105","","1921"
kew-2899678,A,Papaveraceae,,Dactylicapnos,,"schneideri",,"","(Fedde) Lidén",Accepted,,M,WCSP (in review),1022377,77107693-1,"Nordic J. Bot.","25: 35","","2007 publ. 2008"
kew-2755217,A,Papaveraceae,,Dactylicapnos,,"torulosa",,"","(Hook.f. & Thomson) Hutch.",Accepted,,M,WCSP (in review),884895,672613-1,"Bull. Misc. Inform. Kew","1921: 104","","1921"
kew-2899679,A,Papaveraceae,,Dactylicapnos,,"ventii",,"","(Khanh) Lidén",Accepted,,M,WCSP (in review),1022378,77107694-1,"Nordic J. Bot.","25: 35","","2007 publ. 2008"
kew-2760776,A,Papaveraceae,,Dendromecon,,"harfordii",,"","Kellogg",Accepted,,M,WCSP (in review),890402,672624-1,"Proc. Calif. Acad. Sci.","5: 102","","1873"
kew-2760777,A,Papaveraceae,,Dendromecon,,"harfordii",var.,"rhamnoides","(Greene) Munz",Accepted,,L,WCSP (in review),890403,77616-2,"Aliso","4: 90","","1958"
kew-2760786,A,Papaveraceae,,Dendromecon,,"rigida",,"","Benth.",Accepted,,M,WCSP (in review),890412,672634-1,"Trans. Hort. Soc. London","II, 1: 407","","1834 publ. 1835"
kew-2765602,A,Papaveraceae,,Dicentra,,"canadensis",,"","(Goldie) Walp.",Accepted,,M,WCSP (in review),895201,,"Repert. Bot. Syst.","1: 118","","1842"
kew-2765604,A,Papaveraceae,,Dicentra,,"cucullaria",,"","(L.) Bernh.",Accepted,,L,WCSP (in review),895203,672639-1,"Linnaea","8: 468","","1833"
kew-2765607,A,Papaveraceae,,Dicentra,,"eximia",,"","(Ker Gawl.) Torr.",Accepted,,M,WCSP (in review),895206,1003783-2,"Fl. New York","1: 46","","1843"
kew-2765608,A,Papaveraceae,,Dicentra,,"formosa",,"","(Haw.) Walp.",Accepted,,M,WCSP (in review),895207,672641-1,"Repert. Bot. Syst.","1: 118","","1842"
kew-2765612,A,Papaveraceae,,Dicentra,,"formosa",subsp.,"oregona","(Eastw.) Munz",Accepted,,L,WCSP (in review),895211,,"Aliso","4: 91","","1958"
kew-2765618,A,Papaveraceae,,Dicentra,,"nevadensis",,"","Eastw.",Accepted,,M,WCSP (in review),895217,79213-2,"Proc. Calif. Acad. Sci.","IV, 20: 143","","1931"
kew-2765622,A,Papaveraceae,,Dicentra,,"pauciflora",,"","S.Watson",Accepted,,M,WCSP (in review),895221,672650-1,"Bot. California","2: 429","","1880"
kew-2765624,A,Papaveraceae,,Dicentra,,"peregrina",,"","(Rudolph) Makino",Accepted,,M,WCSP (in review),895223,672652-1,"Bot. Mag. (Tokyo)","22: 162","","1908"
kew-2765635,A,Papaveraceae,,Dicentra,,"uniflora",,"","Kellogg",Accepted,,M,WCSP (in review),895234,79219-2,"Proc. Calif. Acad. Sci.","4: 141","","1871"
kew-2766775,A,Papaveraceae,,Diclytra,,"divaricata",,"","Raf.",Unresolved,,L,WCSP (in review),896374,672672-1,"First Cat. Gard. Transylv. Univ.","13","","1824"
kew-2766927,A,Papaveraceae,,Dicranostigma,,"erectum",,"","K.-F.Günther",Accepted,,M,WCSP (in review),896526,997802-1,"Flora","164: 233","","1975"
kew-2766928,A,Papaveraceae,,Dicranostigma,,"fimbrilligerum",,"","(Boiss.) C.H.An",Accepted,,M,WCSP (in review),896527,1017289-1,"in Fl. Xinjiangensis","5: 481","","1999"
kew-2766929,A,Papaveraceae,,Dicranostigma,,"franchetianum",,"","(Prain) Fedde",Accepted,,M,WCSP (in review),896528,,"Pflanzenr.","IV, 104: 211","","1909"
kew-2766930,A,Papaveraceae,,Dicranostigma,,"henanense",,"","S.Y.Wang & L.H.Wu",Accepted,,M,WCSP (in review),896529,1000683-1,"Bull. Bot. Res., Harbin","17: 43","","1997"
kew-2766931,A,Papaveraceae,,Dicranostigma,,"iliensis",,"","C.Y.Wu & H.Chuang",Accepted,,M,WCSP (in review),896530,905957-1,"Acta Bot. Yunnan.","7: 88","","1985"
kew-2766932,A,Papaveraceae,,Dicranostigma,,"lactucoides",,"","Hook.f. & Thomson",Accepted,,M,WCSP (in review),896531,672686-1,"Fl. Ind.","1: 255","","1855"
kew-2766933,A,Papaveraceae,,Dicranostigma,,"leptopodum",,"","(Maxim.) Fedde",Accepted,,M,WCSP (in review),896532,672687-1,"Bot. Jahrb. Syst.","36(82): 45","","1905"
kew-2766934,A,Papaveraceae,,Dicranostigma,,"platycarpum",,"","C.Y.Wu & H.Chuang",Accepted,,M,WCSP (in review),896533,905958-1,"Acta Bot. Yunnan.","7: 87","","1985"
kew-2772933,A,Papaveraceae,,Discocapnos,,"mundtii",,"","Cham. & Schltdl.",Accepted,,M,WCSP (in review),901050,672702-1,"Linnaea","1: 569","","1826"
kew-2896014,A,Papaveraceae,,Discocapnos,,"mundtii",subsp.,"dregei","(Harv.) J.C.Manning & Goldblatt",Accepted,,L,WCSP (in review),1018891,77100352-1,"Bothalia","39 : 51","","2009"
kew-2784636,A,Papaveraceae,,Ehrendorferia,,"chrysantha",,"","(Hook. & Arn.) Rylander",Accepted,,M,WCSP (in review),912621,995843-1,"Pl. Syst. Evol.","206: 415","","1997"
kew-2784637,A,Papaveraceae,,Ehrendorferia,,"ochroleuca",,"","(Engelm.) Fukuhara",Accepted,,L,WCSP (in review),912622,995844-1,"Pl. Syst. Evol.","206: 415","","1997"
kew-2789620,A,Papaveraceae,,Eomecon,,"chionantha",,"","Hance",Accepted,,M,WCSP (in review),917447,672708-1,"J. Bot.","22: 346","","1884"
kew-2801953,A,Papaveraceae,,Eschscholzia,,"arizonica",,"","Greene",Unresolved,,L,WCSP (in review),929702,97206-2,"Pittonia","5: 261","","1905"
kew-2801959,A,Papaveraceae,,Eschscholzia,,"australis",,"","Greene",Unresolved,,L,WCSP (in review),929708,97210-2,"Pittonia","5: 249","","1905"
kew-2801964,A,Papaveraceae,,Eschscholzia,,"bicornuta",,"","Greene",Unresolved,,L,WCSP (in review),929713,97215-2,"Pittonia","5: 249","","1905"
kew-2801968,A,Papaveraceae,,Eschscholzia,,"caespitosa",,"","Benth.",Accepted,,M,WCSP (in review),929717,672739-1,"Trans. Hort. Soc. London","II, 1: 408","","1834 publ. 1835"
kew-2801972,A,Papaveraceae,,Eschscholzia,,"californica",,"","Cham.",Accepted,,M,WCSP (in review),929721,672740-1,"Horae Phys. Berol.","74","","1820"
kew-2801979,A,Papaveraceae,,Eschscholzia,,"californica",subsp.,"mexicana","(Greene) C.Clark",Accepted,,L,WCSP (in review),929728,1212588-2,"Syst. Bot.","3: 382","","1979"
kew-2801993,A,Papaveraceae,,Eschscholzia,,"crassula",,"","Greene",Unresolved,,L,WCSP (in review),929742,97240-2,"Pittonia","5: 266","","1905"
kew-2802015,A,Papaveraceae,,Eschscholzia,,"exilis",,"","Greene",Unresolved,,L,WCSP (in review),929764,97259-2,"Pittonia","5: 265","","1905"
kew-2802024,A,Papaveraceae,,Eschscholzia,,"frutescens",,"","(Greene) J.T.Howell",Unresolved,,L,WCSP (in review),929773,97267-2,"Leafl. W. Bot.","3: 149","","1942"
kew-2802025,A,Papaveraceae,,Eschscholzia,,"fumariifolia",,"","(Sweet) Heynh.",Unresolved,,L,WCSP (in review),929774,672771-1,"Nom. Bot. Hort.","316","","1840"
kew-2802026,A,Papaveraceae,,Eschscholzia,,"gigas",,"","Fedde",Accepted,,M,WCSP (in review),929775,97268-2,"Repert. Spec. Nov. Regni Veg.","3: 28","","1906"
kew-2802028,A,Papaveraceae,,Eschscholzia,,"glyptosperma",,"","Greene",Accepted,,M,WCSP (in review),929777,672773-1,"Bull. Calif. Acad. Sci.","1(3): 70","","1885"
kew-2802034,A,Papaveraceae,,Eschscholzia,,"humilis",,"","Greene",Unresolved,,L,WCSP (in review),929783,97275-2,"Pittonia","5: 265","","1905"
kew-2802035,A,Papaveraceae,,Eschscholzia,,"hypecoides",,"","Benth.",Accepted,,M,WCSP (in review),929784,672778-1,"Trans. Hort. Soc. London","II, 1: 408","","1834 publ. 1835"
kew-2802042,A,Papaveraceae,,Eschscholzia,,"lemmonii",,"","Greene",Accepted,,M,WCSP (in review),929791,97283-2,"W. Amer. Sci.","3: 157","","1887"
kew-2802045,A,Papaveraceae,,Eschscholzia,,"lemmonii",subsp.,"kernensis","(Munz) C.Clark",Accepted,,L,WCSP (in review),929794,276898-2,"Madroño","33: 225","","1986"
kew-2802050,A,Papaveraceae,,Eschscholzia,,"lobbii",,"","Greene",Accepted,,M,WCSP (in review),929799,97290-2,"Pittonia","5: 290","","1905"
kew-2802051,A,Papaveraceae,,Eschscholzia,,"ludens",,"","Greene",Unresolved,,L,WCSP (in review),929800,97291-2,"Pittonia","5: 272","","1905"
kew-2802064,A,Papaveraceae,,Eschscholzia,,"microdonta",,"","Greene ex Fedde",Unresolved,,L,WCSP (in review),929813,,"Pflanzenr.","IV, 104: 167","","1909"
kew-2802067,A,Papaveraceae,,Eschscholzia,,"minutiflora",,"","S.Watson",Accepted,,M,WCSP (in review),929816,672797-1,"Proc. Amer. Acad. Arts","11: 122","","1876"
kew-2802068,A,Papaveraceae,,Eschscholzia,,"minutiflora",subsp.,"covillei","(Greene) C.Clark",Accepted,,L,WCSP (in review),929817,276899-2,"Madroño","38: 77","","1991"
kew-2802077,A,Papaveraceae,,Eschscholzia,,"orcuttiana",,"","Greene",Unresolved,,L,WCSP (in review),929826,672801-1,"Pittonia","5: 254","","1905"
kew-2802080,A,Papaveraceae,,Eschscholzia,,"parishii",,"","Greene",Accepted,,M,WCSP (in review),929829,672803-1,"Bull. Calif. Acad. Sci.","1(4): 183","","1885"
kew-2802087,A,Papaveraceae,,Eschscholzia,,"procera",,"","Greene",Accepted,,M,WCSP (in review),929836,97322-2,"Pittonia","5: 241","","1905"
kew-2802090,A,Papaveraceae,,Eschscholzia,,"pseudopraecox",,"","Fedde",Unresolved,,L,WCSP (in review),929839,97325-2,"Notizbl. Königl. Bot. Gart. Berlin","4: 153","","1905"
kew-2802091,A,Papaveraceae,,Eschscholzia,,"ptarmicoides",,"","Greene",Unresolved,,L,WCSP (in review),929840,97326-2,"Pittonia","5: 270","","1905"
kew-2802094,A,Papaveraceae,,Eschscholzia,,"quadrangularis",,"","Greene",Unresolved,,L,WCSP (in review),929843,97329-2,"Pittonia","5: 264","","1905"
kew-2802095,A,Papaveraceae,,Eschscholzia,,"ramosa",,"","Greene",Accepted,,M,WCSP (in review),929844,97330-2,"Bull. Torrey Bot. Club","13: 217","","1886"
kew-2802100,A,Papaveraceae,,Eschscholzia,,"rhombipetala",,"","Greene",Accepted,,M,WCSP (in review),929849,672819-1,"Bull. Calif. Acad. Sci.","1(3): 71","","1885"
kew-2802108,A,Papaveraceae,,Eschscholzia,,"scapifera",,"","Fedde",Unresolved,,L,WCSP (in review),929857,97341-2,"Notizbl. Königl. Bot. Gart. Berlin","4: 153","","1905"
kew-2802124,A,Papaveraceae,,Eschscholzia,,"vaccarum",,"","Greene",Unresolved,,L,WCSP (in review),929873,97357-2,"Pittonia","5: 282","","1905"
kew-2815244,A,Papaveraceae,,Fumaria,,"abortiva",,"","Hausskn.",Unresolved,,L,WCSP (in review),942710,672848-1,"Mitth. Thüring. Bot. Vereins","n.f., 3-4: 102","","1893"
kew-2815245,A,Papaveraceae,,Fumaria,,"abyssinica",,"","Hammar",Accepted,,M,WCSP (in review),942711,,"Nova Acta Regiae Soc. Sci. Upsal.","III, 2: 275","","1858"
kew-2815253,A,Papaveraceae,,Fumaria,,"agraria",,"","Lag.",Accepted,,M,WCSP (in review),942719,672858-1,"Gen. Sp. Pl.","21","","1816"
kew-2815267,A,Papaveraceae,,Fumaria,,"ajmasiana",,"","Pau & Font Quer",Accepted,,M,WCSP (in review),942733,672860-1,"Iter Marocc.","1928: 120","","1928 publ. 1929"
kew-2815269,A,Papaveraceae,,Fumaria,×,"albertii",,"","Foucaud & Rouy",Unresolved,,L,WCSP (in review),942735,672863-1,"Fl. France","1: 178","","1893"
kew-2815288,A,Papaveraceae,,Fumaria,,"asepala",,"","Boiss.",Accepted,,M,WCSP (in review),942754,672880-1,"Fl. Orient.","1: 135","","1867"
kew-2815289,A,Papaveraceae,,Fumaria,,"atlantica",,"","Coss. & Durieu ex Hausskn.",Accepted,,M,WCSP (in review),942755,,"Flora","56: 558","","1873"
kew-2815293,A,Papaveraceae,,Fumaria,,"ballii",,"","Pugsley",Accepted,,M,WCSP (in review),942759,672885-1,"J. Linn. Soc., Bot.","44: 262","","1919"
kew-2815295,A,Papaveraceae,,Fumaria,,"barnolae",,"","Sennen & Pau",Accepted,,M,WCSP (in review),942761,672888-1,"Treb. Inst. Catalana Hist. Nat.","63: 9","","1917"
kew-2815296,A,Papaveraceae,,Fumaria,,"barnolae",subsp.,"algerica","(Hausskn.) Lidén",Accepted,,L,WCSP (in review),942762,952826-1,"Opera Bot.","88: 50","","1986"
kew-2815297,A,Papaveraceae,,Fumaria,,"bastardii",,"","Boreau",Accepted,,M,WCSP (in review),942763,,"Rev. Bot. Recueil Mens.","2: 359","","1847"
kew-2815302,A,Papaveraceae,,Fumaria,,"berberica",,"","Pugsley",Accepted,,M,WCSP (in review),942768,672891-1,"J. Linn. Soc., Bot.","44: 273","","1919"
kew-2815305,A,Papaveraceae,,Fumaria,,"bicolor",,"","Sommier ex Nicotra",Accepted,,M,WCSP (in review),942771,,"Fumar. Ital.","55","","1897"
kew-2815312,A,Papaveraceae,,Fumaria,,"bouchcnis",,"","Sennen",Unresolved,,L,WCSP (in review),942778,672900-1,"Monde Pl.","30(176): 7","","1929"
kew-2815314,A,Papaveraceae,,Fumaria,,"bracteosa",,"","Pomel",Accepted,,M,WCSP (in review),942780,,"Nouv. Mat. Fl. Atl.","2: 239","","1875"
kew-2815319,A,Papaveraceae,,Fumaria,×,"burnatii",,"","Verg.",Accepted,,M,WCSP (in review),942785,672908-1,"Rev. Bot. Syst. Géogr. Bot.","2: 121","","1904"
kew-2815326,A,Papaveraceae,,Fumaria,,"capitata",,"","Lidén",Accepted,,M,WCSP (in review),942792,930658-1,"Opera Bot.","88: 69","","1986"
kew-2815328,A,Papaveraceae,,Fumaria,,"capreolata",,"","L.",Accepted,,M,WCSP (in review),942794,672920-1,"Sp. Pl.","701","","1753"
kew-2815347,A,Papaveraceae,,Fumaria,,"coccinea",,"","R.T.Lowe ex Pugsley",Accepted,,M,WCSP (in review),942813,672930-1,"J. Linn. Soc., Bot.","44: 274","","1919"
kew-2815353,A,Papaveraceae,,Fumaria,,"daghestanica",,"","Michajlova",Accepted,,M,WCSP (in review),942819,968102-1,"Novosti Sist. Vyssh. Rast.","28: 77","","1991"
kew-2815356,A,Papaveraceae,,Fumaria,,"densiflora",,"","DC.",Accepted,,M,WCSP (in review),942822,672942-1,"Cat. Pl. Horti Monsp.","113","","1813"
kew-2815361,A,Papaveraceae,,Fumaria,,"drepanensis",,"","Lojac.",Unresolved,,L,WCSP (in review),942827,672947-1,"Malpighia","20: 110","","1906"
kew-2815362,A,Papaveraceae,,Fumaria,,"dubia",,"","Pugsley",Accepted,,M,WCSP (in review),942828,672948-1,"J. Linn. Soc., Bot.","44: 272","","1919"
kew-2815368,A,Papaveraceae,,Fumaria,,"erostrata",,"","(Pugsley) Lidén",Accepted,,M,WCSP (in review),942834,943203-1,"Opera Bot.","88: 56","","1986"
kew-2815372,A,Papaveraceae,,Fumaria,,"faurei",,"","(Pugsley) M.Linden",Accepted,,M,WCSP (in review),942838,672959-1,"Lagascalia","9: 133","","1980"
kew-2815373,A,Papaveraceae,,Fumaria,,"flabellata",,"","Gasp.",Accepted,,M,WCSP (in review),942839,672960-1,"Rendiconto Reale Accad. Sci. Fis.","1: 51","","1842"
kew-2815380,A,Papaveraceae,,Fumaria,×,"gagrica",,"","Michajlova",Accepted,,M,WCSP (in review),942846,958392-1,"Novosti Sist. Vyssh. Rast.","27: 68","","1990"
kew-2815381,A,Papaveraceae,,Fumaria,,"gaillardotii",,"","Boiss.",Accepted,,M,WCSP (in review),942847,672967-1,"Fl. Orient.","1: 139","","1867"
kew-2815388,A,Papaveraceae,,Fumaria,,"grandiflora",,"","Nyman",Unresolved,,L,WCSP (in review),942854,672973-1,"Consp. Fl. Eur.","Suppl. 2(1): 18","","1889"
kew-2815393,A,Papaveraceae,,Fumaria,×,"hanryi",,"","A.Camus",Unresolved,,L,WCSP (in review),942859,672977-1,"Bull. Soc. Bot. France","74: 434","","1927"
kew-2815398,A,Papaveraceae,,Fumaria,,"indica",,"","(Hausskn.) Pugsley",Accepted,,M,WCSP (in review),942864,672982-1,"J. Linn. Soc., Bot.","44: 313","","1919"
kew-2815399,A,Papaveraceae,,Fumaria,,"insignis",,"","Fritsch",Unresolved,,L,WCSP (in review),942865,672983-1,"Excursionsfl. Oesterreich","ed. 3: 143","","1922"
kew-2815404,A,Papaveraceae,,Fumaria,,"judaica",,"","Boiss.",Accepted,,M,WCSP (in review),942870,672988-1,"Diagn. Pl. Orient.","8: 15","","1849"
kew-2815405,A,Papaveraceae,,Fumaria,,"judaica",subsp.,"amarysia","(Boiss. & Heldr.) Lidén",Accepted,,L,WCSP (in review),942871,952825-1,"Opera Bot.","88: 49","","1986"
kew-2815407,A,Papaveraceae,,Fumaria,,"judaica",subsp.,"insignis","(Pugsley) Lidén",Accepted,,L,WCSP (in review),942873,952824-1,"Opera Bot.","88: 48","","1986"
kew-2815408,A,Papaveraceae,,Fumaria,,"kralikii",,"","Jord.",Accepted,,M,WCSP (in review),942874,,"Cat. Jard. Dijon","19","","1848"
kew-2815416,A,Papaveraceae,,Fumaria,,"lobelii",,"","Tausch",Unresolved,,L,WCSP (in review),942882,672997-1,"Flora","22: 495","","1839"
kew-2815422,A,Papaveraceae,,Fumaria,,"macrocarpa",,"","Parl.",Accepted,,M,WCSP (in review),942888,673002-1,"Pl. Nov.","5","","1842"
tro-24000418,A,Papaveraceae,,Fumaria,,"macrocephala",,"","Boiss.",Unresolved,,L,TRO,24000418,,"Elench. Pl. Nov.","8","8","1838"
kew-2815424,A,Papaveraceae,,Fumaria,,"macrosepala",,"","Boiss.",Accepted,,M,WCSP (in review),942890,673003-1,"Elench. Pl. Nov.","8","","1838"
kew-2815426,A,Papaveraceae,,Fumaria,,"macrosepala",subsp.,"megasepala","(Pau) Lidén",Accepted,,L,WCSP (in review),942892,952829-1,"Opera Bot.","88: 64","","1986"
kew-2815428,A,Papaveraceae,,Fumaria,,"macrosepala",subsp.,"obscura","(Pugsley) Lidén",Accepted,,L,WCSP (in review),942894,952830-1,"Opera Bot.","88: 64","","1986"
kew-2815430,A,Papaveraceae,,Fumaria,,"mairei",,"","Pugsley ex Maire",Accepted,,M,WCSP (in review),942896,673005-1,"Bull. Soc. Hist. Nat. Afrique N.","22: 276","","1931"
tro-24000300,A,Papaveraceae,,Fumaria,,"martinii",,"","Calv.",Accepted,,M,TRO,24000300,,"","","",""
kew-2815438,A,Papaveraceae,,Fumaria,,"maurorum",,"","Maire",Accepted,,M,WCSP (in review),942904,673012-1,"Bull. Soc. Hist. Nat. Afrique N.","14: 120","","1923"
kew-2815449,A,Papaveraceae,,Fumaria,,"melillaica",,"","Pugsley",Accepted,,M,WCSP (in review),942913,673022-1,"J. Linn. Soc., Bot.","50: 547","","1937"
